,season,league_name,squad,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,gk_goals_against_right,gk_pens_allowed_right,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,goals_right,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made_right,pens_att_right,xg_right,npxg_right,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists_right,xg_assist_right,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes_right,passes_right,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed_right,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,possession_right,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries_right,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,cards_yellow_right,cards_red_right,cards_yellow_red,fouls,fouled,offsides,crosses_right,interceptions_right,tackles_won_right,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,players_used_right,avg_age_right,games_right,minutes_right,minutes_per_game,minutes_pct,minutes_90s_right,games_starts_right,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90
0,2023-2024,La-Liga,Alavés,28.0,26.4,42.6,27.0,297.0,2430.0,27.0,22.0,18.0,40.0,19.0,3.0,5.0,54.0,1.0,33.0,29.1,21.8,50.9,420.0,937.0,0.81,0.67,1.48,0.7,1.37,1.22,0.81,2.03,1.08,1.89,27.0,27.0,2430.0,33.0,1.22,105.0,74.0,75.2,7.0,8.0,12.0,6.0,22.2,7.0,7.0,0.0,0.0,0.0,33.0,7.0,0.0,2.0,2.0,33.6,0.26,2.6,0.1,201.0,521.0,38.6,612.0,89.0,60.8,43.9,241.0,61.8,44.4,401.0,18.0,4.5,23.0,0.85,13.7,22.0,336.0,89.0,26.5,12.44,3.3,0.06,0.21,17.5,14.0,3.0,5.0,33.0,29.1,0.09,-11.0,-10.1,7404.0,10287.0,72.0,138733.0,59128.0,3294.0,3901.0,84.4,2949.0,3710.0,79.5,967.0,2024.0,47.8,18.0,21.8,21.5,-3.8,242.0,686.0,192.0,80.0,937.0,10287.0,8875.0,1361.0,356.0,21.0,87.0,619.0,566.0,138.0,31.0,57.0,3.0,7404.0,51.0,256.0,603.0,22.33,418.0,58.0,46.0,40.0,32.0,9.0,40.0,1.48,29.0,1.0,4.0,3.0,3.0,0.0,395.0,243.0,187.0,163.0,45.0,198.0,426.0,46.5,228.0,255.0,77.0,178.0,190.0,585.0,603.0,3.0,42.6,13194.0,1560.0,4354.0,5597.0,3403.0,546.0,13189.0,466.0,240.0,51.5,181.0,38.8,6302.0,35927.0,19295.0,420.0,282.0,104.0,400.0,216.0,7315.0,931.0,54.0,1.0,0.0,339.0,321.0,51.0,619.0,190.0,243.0,5.0,7.0,2.0,1340.0,413.0,466.0,47.0,28.0,26.4,27.0,2430.0,90.0,100.0,27.0,297.0,82.0,163.0,133.0,17.0,186.0,1.07,25.0,33.0,-8.0,-0.3,33.0,32.4,0.6,0.02
1,2023-2024,La-Liga,Almería,33.0,26.0,46.4,27.0,297.0,2430.0,27.0,25.0,16.0,41.0,24.0,1.0,1.0,67.0,4.0,33.6,32.8,24.6,57.3,418.0,790.0,0.93,0.59,1.52,0.89,1.48,1.24,0.91,2.15,1.21,2.12,27.0,27.0,2430.0,55.0,2.04,138.0,82.0,64.5,0.0,9.0,18.0,4.0,14.8,9.0,6.0,1.0,2.0,14.3,55.0,6.0,0.0,6.0,0.0,52.1,0.33,-2.9,-0.11,130.0,453.0,28.7,785.0,132.0,40.5,24.1,228.0,59.2,45.1,449.0,24.0,5.3,34.0,1.26,22.7,25.0,331.0,108.0,32.6,12.26,4.0,0.07,0.22,18.9,14.0,1.0,1.0,33.6,32.8,0.1,-8.6,-8.8,8784.0,11546.0,76.1,159998.0,60260.0,3719.0,4325.0,86.0,3873.0,4561.0,84.9,959.0,1995.0,48.1,16.0,24.6,18.3,-8.6,236.0,621.0,154.0,63.0,790.0,11546.0,10125.0,1366.0,388.0,25.0,84.0,493.0,540.0,128.0,51.0,48.0,0.0,8784.0,55.0,224.0,557.0,20.63,388.0,49.0,33.0,37.0,36.0,14.0,40.0,1.48,22.0,3.0,6.0,5.0,3.0,1.0,469.0,269.0,269.0,158.0,42.0,205.0,426.0,48.1,221.0,308.0,100.0,208.0,209.0,678.0,586.0,9.0,46.4,14618.0,1841.0,5364.0,6474.0,2941.0,444.0,14617.0,486.0,212.0,43.6,237.0,48.8,7876.0,42548.0,21670.0,418.0,296.0,88.0,377.0,185.0,8703.0,775.0,67.0,4.0,2.0,361.0,346.0,56.0,493.0,209.0,269.0,1.0,9.0,0.0,1258.0,409.0,428.0,48.9,33.0,26.0,27.0,2430.0,90.0,100.0,27.0,297.0,81.0,168.0,127.0,21.0,181.0,0.33,25.0,55.0,-30.0,-1.11,33.6,45.2,-11.7,-0.43
2,2023-2024,La-Liga,Athletic Club,25.0,28.0,49.8,27.0,297.0,2430.0,27.0,45.0,31.0,76.0,42.0,3.0,5.0,60.0,3.0,41.7,37.7,28.5,66.2,521.0,1101.0,1.67,1.15,2.81,1.56,2.7,1.54,1.06,2.6,1.4,2.45,27.0,27.0,2430.0,26.0,0.96,96.0,71.0,72.9,14.0,8.0,5.0,13.0,48.1,1.0,0.0,1.0,0.0,100.0,26.0,0.0,0.0,2.0,2.0,28.5,0.29,4.5,0.17,175.0,527.0,33.2,740.0,109.0,50.3,39.2,191.0,81.2,58.8,335.0,22.0,6.6,40.0,1.48,17.7,45.0,340.0,125.0,36.8,12.59,4.63,0.12,0.34,15.4,4.0,3.0,5.0,41.7,37.7,0.11,3.3,4.3,9984.0,13031.0,76.6,177643.0,68464.0,4511.0,5248.0,86.0,4247.0,5033.0,84.4,991.0,2030.0,48.8,31.0,28.5,29.7,2.5,266.0,825.0,230.0,82.0,1101.0,13031.0,11590.0,1382.0,393.0,45.0,81.0,620.0,600.0,145.0,59.0,62.0,0.0,9984.0,59.0,257.0,606.0,22.44,449.0,58.0,40.0,26.0,23.0,10.0,79.0,2.93,62.0,5.0,4.0,3.0,4.0,1.0,421.0,263.0,156.0,196.0,69.0,223.0,470.0,47.4,247.0,287.0,60.0,227.0,200.0,621.0,447.0,1.0,49.8,15966.0,1357.0,4483.0,7340.0,4321.0,657.0,15961.0,517.0,237.0,45.8,241.0,46.6,8664.0,46049.0,23806.0,521.0,379.0,149.0,392.0,267.0,9879.0,1094.0,60.0,3.0,2.0,381.0,317.0,59.0,620.0,200.0,263.0,4.0,1.0,2.0,1486.0,405.0,386.0,51.2,25.0,28.0,27.0,2430.0,90.0,100.0,27.0,297.0,80.0,161.0,133.0,21.0,181.0,1.85,46.0,26.0,20.0,0.74,41.7,26.4,15.3,0.57
3,2023-2024,La-Liga,Atlético Madrid,25.0,29.8,51.3,27.0,297.0,2430.0,27.0,53.0,38.0,91.0,49.0,4.0,5.0,58.0,3.0,48.4,44.5,36.9,81.4,549.0,1163.0,1.96,1.41,3.37,1.81,3.22,1.79,1.37,3.16,1.65,3.01,27.0,27.0,2430.0,29.0,1.07,108.0,79.0,74.1,17.0,4.0,6.0,9.0,33.3,2.0,1.0,0.0,1.0,0.0,29.0,1.0,0.0,3.0,0.0,27.8,0.25,-1.2,-0.05,78.0,235.0,33.2,504.0,130.0,25.6,30.8,224.0,47.3,39.0,411.0,21.0,5.1,15.0,0.56,12.4,53.0,340.0,151.0,44.4,12.59,5.59,0.14,0.32,15.7,9.0,4.0,5.0,48.4,44.5,0.13,4.6,4.5,12431.0,15046.0,82.6,202897.0,72867.0,6418.0,7084.0,90.6,4576.0,5289.0,86.5,1019.0,1756.0,58.0,38.0,36.9,33.9,1.1,253.0,891.0,282.0,56.0,1163.0,15046.0,13735.0,1220.0,325.0,60.0,120.0,444.0,488.0,127.0,38.0,57.0,0.0,12431.0,91.0,263.0,618.0,22.89,471.0,43.0,43.0,28.0,23.0,10.0,96.0,3.56,76.0,2.0,9.0,4.0,4.0,1.0,472.0,290.0,217.0,195.0,60.0,237.0,483.0,49.1,246.0,348.0,91.0,257.0,192.0,664.0,570.0,6.0,51.3,17985.0,1723.0,5663.0,8348.0,4116.0,688.0,17980.0,420.0,227.0,54.0,163.0,38.8,10592.0,53668.0,28108.0,549.0,399.0,129.0,390.0,224.0,12345.0,1150.0,58.0,3.0,2.0,292.0,300.0,91.0,444.0,192.0,290.0,4.0,2.0,0.0,1415.0,315.0,273.0,53.6,25.0,29.8,27.0,2430.0,90.0,100.0,27.0,297.0,78.0,166.0,129.0,27.0,141.0,2.04,54.0,29.0,25.0,0.93,48.4,28.5,19.9,0.74
4,2023-2024,La-Liga,Barcelona,28.0,26.7,64.6,27.0,297.0,2430.0,27.0,53.0,38.0,91.0,49.0,4.0,4.0,63.0,2.0,59.0,55.9,44.7,100.6,720.0,1365.0,1.96,1.41,3.37,1.81,3.22,2.18,1.66,3.84,2.07,3.73,27.0,27.0,2430.0,34.0,1.26,99.0,65.0,65.7,17.0,7.0,3.0,10.0,37.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,1.0,0.0,31.3,0.32,-2.7,-0.1,75.0,141.0,53.2,735.0,110.0,14.0,25.5,172.0,22.1,27.0,329.0,10.0,3.0,25.0,0.93,15.4,53.0,423.0,158.0,37.4,15.67,5.85,0.12,0.31,16.1,13.0,4.0,4.0,59.0,55.9,0.14,-6.0,-6.9,15121.0,17473.0,86.5,251873.0,79734.0,7540.0,8190.0,92.1,6100.0,6748.0,90.4,1174.0,1793.0,65.5,38.0,44.7,45.2,-6.7,330.0,1232.0,306.0,65.0,1365.0,17473.0,16074.0,1327.0,421.0,86.0,145.0,479.0,505.0,169.0,56.0,65.0,1.0,15121.0,72.0,240.0,762.0,28.22,573.0,55.0,46.0,51.0,28.0,9.0,97.0,3.59,76.0,3.0,5.0,7.0,5.0,1.0,424.0,273.0,205.0,168.0,51.0,181.0,370.0,48.9,189.0,271.0,69.0,202.0,178.0,602.0,420.0,12.0,64.6,20336.0,1578.0,5238.0,9977.0,5286.0,780.0,20332.0,582.0,279.0,47.9,219.0,37.6,12580.0,69551.0,39786.0,720.0,531.0,177.0,447.0,214.0,14972.0,1353.0,63.0,2.0,1.0,293.0,349.0,72.0,479.0,178.0,273.0,4.0,0.0,0.0,1323.0,347.0,308.0,53.0,28.0,26.7,27.0,2430.0,90.0,100.0,27.0,297.0,81.0,187.0,110.0,24.0,159.0,2.15,56.0,34.0,22.0,0.81,59.0,28.5,30.5,1.13
5,2023-2024,La-Liga,Betis,35.0,28.4,50.3,27.0,297.0,2430.0,27.0,31.0,22.0,53.0,30.0,1.0,1.0,62.0,2.0,31.6,30.8,24.6,55.4,499.0,1015.0,1.15,0.81,1.96,1.11,1.93,1.17,0.91,2.08,1.14,2.05,27.0,27.0,2430.0,28.0,1.04,110.0,83.0,79.1,10.0,12.0,5.0,11.0,40.7,6.0,5.0,1.0,0.0,16.7,28.0,5.0,1.0,2.0,2.0,32.1,0.24,6.1,0.23,131.0,368.0,35.6,743.0,120.0,35.0,30.6,208.0,51.9,41.9,391.0,30.0,7.7,33.0,1.22,12.6,31.0,359.0,103.0,28.7,13.3,3.81,0.08,0.29,17.2,10.0,1.0,1.0,31.6,30.8,0.09,-0.6,-0.8,10788.0,13362.0,80.7,181397.0,67148.0,5215.0,5824.0,89.5,4201.0,4883.0,86.0,969.0,1791.0,54.1,22.0,24.6,25.8,-2.6,271.0,737.0,230.0,41.0,1015.0,13362.0,11950.0,1366.0,426.0,35.0,102.0,455.0,526.0,151.0,55.0,61.0,2.0,10788.0,46.0,266.0,632.0,23.41,463.0,54.0,37.0,48.0,20.0,10.0,52.0,1.93,37.0,2.0,3.0,6.0,2.0,2.0,471.0,303.0,200.0,211.0,60.0,249.0,489.0,50.9,240.0,320.0,77.0,243.0,243.0,714.0,596.0,4.0,50.3,16547.0,1704.0,5344.0,7402.0,3972.0,624.0,16546.0,596.0,283.0,47.5,256.0,43.0,9321.0,50779.0,25147.0,499.0,371.0,136.0,440.0,294.0,10703.0,1004.0,62.0,2.0,0.0,304.0,347.0,46.0,455.0,243.0,303.0,1.0,6.0,2.0,1407.0,338.0,365.0,48.1,35.0,28.4,27.0,2430.0,90.0,100.0,27.0,297.0,80.0,181.0,115.0,25.0,167.0,1.56,32.0,28.0,4.0,0.15,31.6,35.8,-4.2,-0.16
6,2023-2024,La-Liga,Cádiz,32.0,29.2,42.5,27.0,297.0,2430.0,27.0,18.0,11.0,29.0,16.0,2.0,2.0,79.0,6.0,23.2,21.7,15.3,37.0,296.0,667.0,0.67,0.41,1.07,0.59,1.0,0.86,0.57,1.43,0.8,1.37,27.0,27.0,2430.0,38.0,1.41,126.0,88.0,71.4,2.0,13.0,12.0,5.0,18.5,2.0,2.0,0.0,0.0,0.0,38.0,2.0,0.0,3.0,0.0,38.3,0.3,0.3,0.01,276.0,674.0,40.9,724.0,88.0,64.1,43.9,244.0,86.1,61.1,471.0,44.0,9.3,31.0,1.15,12.2,18.0,266.0,79.0,29.7,9.85,2.93,0.06,0.2,18.3,19.0,2.0,2.0,23.2,21.7,0.08,-5.2,-5.7,7112.0,10154.0,70.0,138764.0,60546.0,3057.0,3639.0,84.0,2790.0,3537.0,78.9,1060.0,2334.0,45.4,11.0,15.3,17.5,-4.3,187.0,603.0,142.0,80.0,667.0,10154.0,8718.0,1371.0,408.0,20.0,98.0,563.0,537.0,117.0,50.0,47.0,0.0,7112.0,65.0,222.0,460.0,17.04,301.0,62.0,15.0,35.0,36.0,11.0,27.0,1.0,16.0,3.0,0.0,4.0,3.0,1.0,454.0,265.0,231.0,174.0,49.0,215.0,482.0,44.6,267.0,318.0,93.0,225.0,212.0,666.0,584.0,7.0,42.5,13118.0,1648.0,4487.0,5752.0,3004.0,381.0,13116.0,367.0,150.0,40.9,175.0,47.7,6251.0,33745.0,16347.0,296.0,273.0,39.0,412.0,230.0,7041.0,653.0,79.0,6.0,0.0,420.0,367.0,65.0,563.0,212.0,265.0,1.0,2.0,0.0,1315.0,469.0,507.0,48.1,32.0,29.2,27.0,2430.0,90.0,100.0,27.0,297.0,80.0,162.0,131.0,21.0,180.0,0.7,18.0,38.0,-20.0,-0.74,23.2,37.6,-14.4,-0.53
7,2023-2024,La-Liga,Celta Vigo,28.0,27.4,44.1,27.0,297.0,2430.0,27.0,29.0,21.0,50.0,28.0,1.0,3.0,48.0,5.0,33.6,31.3,23.8,55.1,448.0,892.0,1.07,0.78,1.85,1.04,1.81,1.24,0.88,2.12,1.16,2.04,27.0,27.0,2427.0,39.0,1.45,113.0,73.0,69.9,5.0,9.0,13.0,5.0,18.5,6.0,5.0,1.0,0.0,16.7,39.0,5.0,0.0,3.0,0.0,41.8,0.33,2.8,0.1,136.0,395.0,34.4,564.0,121.0,43.4,38.8,211.0,71.1,51.5,431.0,25.0,5.8,27.0,1.0,13.5,29.0,334.0,107.0,32.0,12.37,3.96,0.08,0.26,17.7,13.0,1.0,3.0,33.6,31.3,0.1,-4.6,-3.3,8792.0,11711.0,75.1,151097.0,62338.0,4245.0,4927.0,86.2,3447.0,4206.0,82.0,837.0,1808.0,46.3,21.0,23.8,25.7,-2.8,252.0,730.0,186.0,51.0,892.0,11711.0,10324.0,1342.0,394.0,42.0,71.0,506.0,535.0,138.0,46.0,63.0,0.0,8792.0,45.0,281.0,604.0,22.37,440.0,56.0,35.0,32.0,34.0,7.0,50.0,1.85,38.0,2.0,2.0,4.0,4.0,0.0,439.0,264.0,204.0,181.0,54.0,216.0,462.0,46.8,246.0,318.0,82.0,236.0,228.0,667.0,645.0,4.0,44.1,14857.0,1607.0,4816.0,6460.0,3749.0,565.0,14854.0,459.0,217.0,47.3,197.0,42.9,8009.0,41569.0,21078.0,448.0,332.0,109.0,423.0,229.0,8707.0,879.0,48.0,5.0,2.0,338.0,365.0,45.0,506.0,228.0,264.0,2.0,6.0,0.0,1429.0,423.0,427.0,49.8,28.0,27.4,27.0,2430.0,90.0,100.0,27.0,297.0,83.0,183.0,112.0,18.0,200.0,0.89,30.0,39.0,-9.0,-0.33,33.6,38.2,-4.7,-0.17
8,2023-2024,La-Liga,Getafe,28.0,28.3,43.0,27.0,297.0,2430.0,27.0,36.0,23.0,59.0,30.0,6.0,6.0,101.0,9.0,32.4,27.7,17.9,45.6,305.0,794.0,1.33,0.85,2.19,1.11,1.96,1.2,0.66,1.86,1.02,1.69,27.0,27.0,2430.0,41.0,1.52,132.0,90.0,72.0,8.0,11.0,8.0,8.0,29.6,6.0,4.0,1.0,1.0,20.0,41.0,4.0,0.0,4.0,0.0,42.7,0.3,1.7,0.06,261.0,687.0,38.0,693.0,82.0,71.4,47.2,222.0,86.5,57.6,328.0,13.0,4.0,52.0,1.93,17.9,36.0,304.0,105.0,34.5,11.26,3.89,0.1,0.29,18.1,5.0,6.0,6.0,32.4,27.7,0.09,3.6,2.3,7180.0,10462.0,68.6,138960.0,58360.0,3190.0,3838.0,83.1,2636.0,3523.0,74.8,1130.0,2435.0,46.4,23.0,17.9,18.7,5.1,213.0,739.0,146.0,73.0,794.0,10462.0,9032.0,1374.0,409.0,15.0,153.0,526.0,569.0,106.0,59.0,30.0,1.0,7180.0,56.0,230.0,514.0,19.04,356.0,63.0,27.0,34.0,25.0,9.0,60.0,2.22,34.0,8.0,7.0,7.0,4.0,0.0,402.0,244.0,184.0,165.0,53.0,196.0,399.0,49.1,203.0,244.0,81.0,163.0,234.0,636.0,528.0,6.0,43.0,13327.0,1446.0,3843.0,6119.0,3501.0,489.0,13321.0,370.0,151.0,40.8,178.0,48.1,6321.0,32987.0,16384.0,305.0,265.0,94.0,402.0,195.0,7100.0,779.0,101.0,9.0,4.0,462.0,296.0,56.0,526.0,234.0,244.0,3.0,6.0,0.0,1330.0,494.0,504.0,49.5,28.0,28.3,27.0,2430.0,90.0,100.0,27.0,297.0,81.0,174.0,117.0,22.0,152.0,1.3,36.0,41.0,-5.0,-0.19,32.4,39.9,-7.6,-0.28
9,2023-2024,La-Liga,Girona,23.0,26.6,56.7,27.0,297.0,2430.0,27.0,57.0,44.0,101.0,54.0,3.0,3.0,53.0,1.0,45.8,43.5,35.8,79.2,629.0,1160.0,2.11,1.63,3.74,2.0,3.63,1.7,1.32,3.02,1.61,2.93,27.0,27.0,2430.0,33.0,1.22,120.0,87.0,74.2,18.0,5.0,4.0,9.0,33.3,3.0,2.0,0.0,1.0,0.0,33.0,2.0,0.0,7.0,0.0,35.6,0.29,2.6,0.1,110.0,315.0,34.9,782.0,126.0,27.9,30.4,218.0,44.5,39.9,400.0,29.0,7.3,18.0,0.67,11.9,57.0,340.0,127.0,37.4,12.59,4.7,0.16,0.43,16.4,11.0,3.0,3.0,45.8,43.5,0.13,11.2,10.5,13095.0,15340.0,85.4,221682.0,75336.0,6262.0,6793.0,92.2,5430.0,6009.0,90.4,1044.0,1763.0,59.2,44.0,35.8,36.4,8.2,264.0,989.0,255.0,65.0,1160.0,15340.0,14076.0,1202.0,360.0,36.0,130.0,513.0,445.0,119.0,41.0,56.0,1.0,13095.0,62.0,221.0,619.0,22.93,481.0,47.0,29.0,29.0,24.0,9.0,104.0,3.85,84.0,5.0,6.0,3.0,5.0,1.0,396.0,245.0,176.0,173.0,47.0,191.0,377.0,50.7,186.0,282.0,96.0,186.0,187.0,583.0,497.0,14.0,56.7,18173.0,1947.0,5967.0,8123.0,4229.0,677.0,18170.0,526.0,243.0,46.2,210.0,39.9,11391.0,65113.0,33683.0,629.0,445.0,156.0,418.0,260.0,12965.0,1151.0,53.0,1.0,0.0,303.0,333.0,62.0,513.0,187.0,245.0,3.0,3.0,0.0,1329.0,278.0,310.0,47.3,23.0,26.6,27.0,2430.0,90.0,100.0,27.0,297.0,82.0,179.0,118.0,19.0,163.0,2.19,57.0,33.0,24.0,0.89,45.8,37.7,8.1,0.3
