,season,league_name,player,nationality,position,team,age,birth_year,gk_games,gk_games_starts,gk_minutes,minutes_90s,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions
35,2021-2022,Bundesliga-Stats,Yann Sommer,ch SUI,GK,M'Gladbach,32,1988,33.0,33.0,2970.0,33.0,60.0,1.82,182.0,120.0,68.7,12.0,8.0,13.0,5.0,15.2,5.0,3.0,2.0,0.0,40.0,1.0,5.0,0.0,57.0,0.3,-3.0,-0.09,147.0,439.0,33.5,1213.0,162.0,28.9,31.3,221.0,39.8,37.2,428.0,19.0,4.4,53.0,1.66,16.2
36,2021-2022,Bundesliga-Stats,Kevin Trapp,de GER,GK,Eint Frankfurt,31,1990,32.0,32.0,2880.0,32.0,46.0,1.44,157.0,112.0,73.2,10.0,11.0,11.0,5.0,15.6,4.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,50.8,0.3,5.8,0.18,157.0,539.0,29.1,1001.0,146.0,41.8,34.6,250.0,48.4,42.6,426.0,19.0,4.5,43.0,1.34,16.4
37,2021-2022,Bundesliga-Stats,Philipp Tschauner,de GER,GK,RB Leipzig,35,1985,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,5.0,0.0,40.0,36.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2021-2022,Bundesliga-Stats,Sven Ulreich,de GER,GK,Bayern Munich,32,1988,6.0,6.0,540.0,6.0,11.0,1.83,23.0,13.0,56.5,2.0,1.0,3.0,1.0,16.7,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,8.7,0.34,-1.3,-0.22,10.0,32.0,31.3,197.0,31.0,14.2,25.2,38.0,10.5,20.2,54.0,3.0,5.6,10.0,1.67,19.2
39,2021-2022,Bundesliga-Stats,Benjamin Uphoff,de GER,GK,Freiburg,27,1993,2.0,2.0,180.0,2.0,7.0,3.5,12.0,5.0,41.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.25,-4.0,-2.01,22.0,51.0,43.1,70.0,14.0,44.3,34.4,20.0,100.0,63.2,34.0,4.0,11.8,1.0,0.5,6.3
40,2021-2022,Bundesliga-Stats,Robin Zentner,de GER,GK,Mainz 05,26,1994,32.0,32.0,2880.0,32.0,42.0,1.31,120.0,78.0,68.3,12.0,6.0,14.0,10.0,31.3,5.0,4.0,1.0,0.0,20.0,0.0,4.0,1.0,39.1,0.29,-1.9,-0.06,119.0,389.0,30.6,766.0,166.0,36.9,34.4,236.0,44.9,39.4,423.0,29.0,6.9,68.0,2.13,17.9
0,2020-2021,Bundesliga-Stats,Oliver Baumann,de GER,GK,Hoffenheim,30,1990,31.0,31.0,2790.0,31.0,51.0,1.65,132.0,81.0,65.9,10.0,8.0,13.0,6.0,19.4,9.0,6.0,2.0,1.0,25.0,0.0,4.0,2.0,49.4,0.32,0.4,0.01,134.0,407.0,32.9,1143.0,176.0,29.2,29.9,204.0,35.8,32.0,417.0,14.0,3.4,53.0,1.71,18.3
1,2020-2021,Bundesliga-Stats,Elias Bördner,de GER,GK,Eint Frankfurt,18,2002,1.0,1.0,90.0,1.0,1.0,1.0,6.0,5.0,83.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.13,-0.2,-0.21,4.0,17.0,23.5,33.0,9.0,45.5,35.3,10.0,20.0,25.4,14.0,1.0,7.1,2.0,2.0,10.3
2,2020-2021,Bundesliga-Stats,Fabian Bredlow,de GER,GK,Stuttgart,25,1995,1.0,1.0,90.0,1.0,1.0,1.0,9.0,8.0,88.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.31,1.8,1.77,2.0,10.0,20.0,30.0,6.0,30.0,29.4,9.0,11.1,25.0,31.0,1.0,3.2,0.0,0.0,8.8
3,2020-2021,Bundesliga-Stats,Roman Bürki,ch SUI,GK,Dortmund,29,1990,19.0,18.0,1665.0,18.5,30.0,1.62,92.0,62.0,71.7,9.0,2.0,7.0,4.0,22.2,4.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,28.4,0.27,-1.6,-0.09,62.0,166.0,37.3,519.0,108.0,24.7,29.5,110.0,34.5,34.9,187.0,4.0,2.1,13.0,0.7,16.3
4,2020-2021,Bundesliga-Stats,Koen Casteels,be BEL,GK,Wolfsburg,28,1992,32.0,32.0,2880.0,32.0,33.0,1.03,108.0,74.0,72.2,17.0,9.0,6.0,14.0,43.8,5.0,3.0,2.0,0.0,40.0,1.0,2.0,1.0,32.7,0.26,0.7,0.02,191.0,462.0,41.3,1048.0,166.0,31.9,32.6,203.0,63.1,48.4,450.0,25.0,5.6,57.0,1.78,17.3
5,2020-2021,Bundesliga-Stats,Finn Dahmen,de GER,GK,Mainz 05,22,1998,3.0,3.0,270.0,3.0,10.0,3.33,20.0,10.0,55.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.6,0.38,-1.4,-0.47,4.0,19.0,21.1,59.0,16.0,27.1,29.6,27.0,11.1,23.7,49.0,3.0,6.1,4.0,1.33,11.9
6,2020-2021,Bundesliga-Stats,Ralf Fährmann,de GER,GK,Schalke 04,31,1988,22.0,22.0,1876.0,20.8,50.0,2.4,143.0,94.0,67.1,3.0,3.0,16.0,3.0,13.6,4.0,3.0,1.0,0.0,25.0,1.0,8.0,2.0,41.5,0.28,-6.5,-0.31,91.0,350.0,26.0,638.0,119.0,35.9,33.5,183.0,66.1,46.5,374.0,12.0,3.2,20.0,0.96,12.6
7,2020-2021,Bundesliga-Stats,Mark Flekken,nl NED,GK,Freiburg,27,1993,3.0,3.0,270.0,3.0,6.0,2.0,18.0,12.0,77.8,1.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,7.3,0.34,1.3,0.42,29.0,59.0,49.2,96.0,10.0,38.5,37.1,27.0,81.5,61.9,55.0,0.0,0.0,2.0,0.67,11.9
8,2020-2021,Bundesliga-Stats,Rafał Gikiewicz,pl POL,GK,Augsburg,32,1987,34.0,34.0,3060.0,34.0,54.0,1.59,178.0,126.0,73.0,10.0,6.0,18.0,7.0,20.6,9.0,6.0,1.0,2.0,14.3,0.0,2.0,3.0,53.2,0.26,2.2,0.07,193.0,565.0,34.2,1087.0,214.0,36.6,34.1,297.0,56.2,44.7,619.0,33.0,5.3,36.0,1.06,16.0
9,2020-2021,Bundesliga-Stats,Lennart Grill,de GER,GK,Leverkusen,21,1999,4.0,4.0,360.0,4.0,7.0,1.75,21.0,14.0,66.7,1.0,0.0,3.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,0.38,0.9,0.24,8.0,23.0,34.8,136.0,26.0,15.4,24.6,25.0,8.0,22.6,39.0,1.0,2.6,7.0,1.75,17.4
10,2020-2021,Bundesliga-Stats,Péter Gulácsi,hu HUN,GK,RB Leipzig,30,1990,33.0,33.0,2970.0,33.0,30.0,0.91,80.0,50.0,66.3,19.0,8.0,6.0,15.0,45.5,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,26.8,0.3,-3.2,-0.1,96.0,222.0,43.2,1003.0,172.0,19.1,27.7,168.0,17.9,25.7,315.0,15.0,4.8,65.0,1.97,19.7
11,2020-2021,Bundesliga-Stats,Marwin Hitz,ch SUI,GK,Dortmund,32,1987,16.0,16.0,1395.0,15.5,16.0,1.03,44.0,29.0,68.2,11.0,2.0,3.0,7.0,43.8,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,15.1,0.3,0.1,0.0,75.0,155.0,48.4,426.0,71.0,23.9,29.1,123.0,43.1,39.5,176.0,8.0,4.5,8.0,0.52,12.1
12,2020-2021,Bundesliga-Stats,Timo Horn,de GER,GK,Köln,27,1993,34.0,34.0,3009.0,33.4,59.0,1.76,155.0,95.0,66.5,8.0,9.0,17.0,5.0,14.7,8.0,7.0,1.0,0.0,12.5,1.0,5.0,0.0,53.7,0.3,-5.3,-0.16,234.0,530.0,44.2,1110.0,120.0,39.4,35.5,221.0,42.1,37.1,469.0,14.0,3.0,30.0,0.9,15.2
13,2020-2021,Bundesliga-Stats,Lukáš Hrádecký,fi FIN,GK,Leverkusen,30,1989,29.0,29.0,2565.0,28.5,29.0,1.02,83.0,55.0,66.3,13.0,9.0,7.0,8.0,27.6,2.0,1.0,1.0,0.0,50.0,1.0,0.0,2.0,26.6,0.31,-0.4,-0.01,149.0,419.0,35.6,1208.0,179.0,29.7,31.5,180.0,33.3,32.8,322.0,20.0,6.2,58.0,2.04,18.2
14,2020-2021,Bundesliga-Stats,Rune Jarstein,no NOR,GK,Hertha BSC,35,1984,8.0,8.0,720.0,8.0,13.0,1.62,33.0,20.0,63.6,2.0,1.0,5.0,1.0,12.5,2.0,1.0,1.0,0.0,50.0,0.0,2.0,1.0,8.0,0.18,-4.0,-0.5,55.0,141.0,39.0,209.0,27.0,46.4,38.7,73.0,60.3,45.8,124.0,2.0,1.6,3.0,0.38,12.0
15,2020-2021,Bundesliga-Stats,Loris Karius,de GER,GK,Union Berlin,27,1993,4.0,3.0,292.0,3.2,1.0,0.31,4.0,4.0,75.0,1.0,2.0,0.0,2.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.23,0.9,0.28,17.0,53.0,32.1,73.0,9.0,52.1,40.4,21.0,71.4,53.7,47.0,2.0,4.3,1.0,0.31,8.6
16,2020-2021,Bundesliga-Stats,Gregor Kobel,ch SUI,GK,Stuttgart,22,1997,33.0,33.0,2970.0,33.0,54.0,1.64,157.0,102.0,68.8,11.0,9.0,13.0,5.0,15.2,7.0,5.0,2.0,0.0,28.6,1.0,3.0,1.0,52.5,0.29,-0.5,-0.02,126.0,315.0,40.0,940.0,207.0,27.6,28.2,280.0,20.0,25.2,459.0,17.0,3.7,42.0,1.27,15.9
17,2020-2021,Bundesliga-Stats,Michael Langer,at AUT,GK,Schalke 04,35,1985,3.0,2.0,239.0,2.7,12.0,4.52,24.0,13.0,50.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,6.7,0.29,-4.3,-1.64,11.0,33.0,33.3,51.0,8.0,37.3,35.8,26.0,53.8,38.9,42.0,0.0,0.0,5.0,1.88,15.8
18,2020-2021,Bundesliga-Stats,Niklas Lomb,de GER,GK,Leverkusen,27,1993,2.0,1.0,135.0,1.5,3.0,2.0,8.0,5.0,62.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.42,0.3,0.23,5.0,12.0,41.7,53.0,14.0,17.0,28.0,7.0,42.9,38.7,17.0,0.0,0.0,2.0,1.33,18.0
19,2020-2021,Bundesliga-Stats,Andreas Luthe,de GER,GK,Union Berlin,33,1987,31.0,31.0,2768.0,30.8,42.0,1.37,132.0,89.0,71.2,11.0,12.0,8.0,5.0,16.1,5.0,4.0,1.0,0.0,20.0,0.0,5.0,1.0,39.8,0.27,-1.2,-0.04,180.0,475.0,37.9,927.0,108.0,37.1,34.2,215.0,60.9,42.8,376.0,18.0,4.8,20.0,0.65,13.1
20,2020-2021,Bundesliga-Stats,Josep Martinez,es ESP,GK,RB Leipzig,22,1998,1.0,1.0,90.0,1.0,2.0,2.0,4.0,2.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.23,-1.1,-1.08,3.0,13.0,23.1,44.0,4.0,29.5,29.4,6.0,0.0,15.0,13.0,0.0,0.0,2.0,2.0,20.2
21,2020-2021,Bundesliga-Stats,Florian Müller,de GER,GK,Freiburg,22,1997,31.0,31.0,2790.0,31.0,46.0,1.48,157.0,112.0,72.0,11.0,8.0,12.0,6.0,19.4,3.0,2.0,1.0,0.0,33.3,2.0,3.0,2.0,45.3,0.28,1.3,0.04,165.0,556.0,29.7,1060.0,151.0,33.8,34.0,271.0,73.1,55.4,409.0,7.0,1.7,36.0,1.16,17.4
22,2020-2021,Bundesliga-Stats,Manuel Neuer,de GER,GK,Bayern Munich,34,1986,33.0,33.0,2970.0,33.0,42.0,1.27,123.0,80.0,66.7,24.0,5.0,4.0,9.0,27.3,3.0,1.0,1.0,1.0,50.0,0.0,5.0,0.0,44.2,0.35,2.2,0.07,123.0,256.0,48.0,1131.0,188.0,20.5,28.8,186.0,12.9,27.2,349.0,5.0,1.4,105.0,3.18,23.6
23,2020-2021,Bundesliga-Stats,Alexander Nübel,de GER,GK,Bayern Munich,23,1996,1.0,1.0,90.0,1.0,2.0,2.0,4.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1,0.28,-0.9,-0.88,1.0,3.0,33.3,28.0,2.0,10.7,23.4,8.0,0.0,20.4,12.0,1.0,8.3,0.0,0.0,7.7
24,2020-2021,Bundesliga-Stats,Stefan Ortega,de GER,GK,Arminia,27,1992,34.0,34.0,3060.0,34.0,52.0,1.53,170.0,118.0,72.4,9.0,8.0,17.0,11.0,32.4,6.0,5.0,1.0,0.0,16.7,0.0,5.0,1.0,54.1,0.29,3.1,0.09,436.0,938.0,46.5,1698.0,121.0,45.9,38.6,250.0,63.2,49.1,525.0,17.0,3.2,44.0,1.29,16.8
25,2020-2021,Bundesliga-Stats,Jiří Pavlenka,cz CZE,GK,Werder Bremen,28,1992,34.0,34.0,3060.0,34.0,57.0,1.68,157.0,101.0,66.2,7.0,10.0,17.0,6.0,17.6,6.0,4.0,2.0,0.0,33.3,0.0,7.0,3.0,48.7,0.28,-5.3,-0.16,211.0,461.0,45.8,865.0,168.0,37.8,33.9,279.0,48.0,40.9,567.0,17.0,3.0,30.0,0.88,14.4
26,2020-2021,Bundesliga-Stats,Philipp Pentke,de GER,GK,Hoffenheim,35,1985,3.0,3.0,270.0,3.0,3.0,1.0,13.0,10.0,76.9,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.1,0.36,1.1,0.36,9.0,20.0,45.0,89.0,19.0,21.3,26.5,20.0,5.0,22.8,26.0,0.0,0.0,3.0,1.0,22.0
27,2020-2021,Bundesliga-Stats,Pavao Pervan,at AUT,GK,Wolfsburg,32,1987,2.0,2.0,180.0,2.0,4.0,2.0,14.0,10.0,71.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.4,0.25,-0.6,-0.29,11.0,28.0,39.3,53.0,5.0,34.0,32.6,17.0,58.8,47.5,35.0,0.0,0.0,0.0,0.0,10.7
28,2020-2021,Bundesliga-Stats,Frederik Rønnow,dk DEN,GK,Schalke 04,27,1992,11.0,10.0,945.0,10.5,24.0,2.29,67.0,45.0,70.1,0.0,4.0,6.0,1.0,10.0,4.0,4.0,0.0,0.0,0.0,0.0,5.0,2.0,21.6,0.27,-0.4,-0.04,44.0,117.0,37.6,280.0,67.0,26.1,29.9,95.0,46.3,38.7,132.0,8.0,6.1,13.0,1.24,14.2
29,2020-2021,Bundesliga-Stats,Alexander Schwolow,de GER,GK,Hertha BSC,28,1992,26.0,26.0,2340.0,26.0,39.0,1.5,108.0,69.0,69.4,6.0,10.0,10.0,8.0,30.8,6.0,6.0,0.0,0.0,0.0,1.0,2.0,0.0,38.9,0.31,-0.1,0.0,126.0,288.0,43.8,696.0,128.0,25.3,31.2,220.0,50.9,42.9,373.0,10.0,2.7,19.0,0.73,14.5
30,2020-2021,Bundesliga-Stats,Tobias Sippel,de GER,GK,M'Gladbach,32,1988,4.0,3.0,344.0,3.8,6.0,1.57,19.0,13.0,68.4,1.0,1.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.8,0.26,-1.2,-0.32,25.0,75.0,33.3,98.0,10.0,41.8,37.4,46.0,73.9,55.0,71.0,1.0,1.4,5.0,1.31,15.8
31,2020-2021,Bundesliga-Stats,Yann Sommer,ch SUI,GK,M'Gladbach,31,1988,31.0,31.0,2712.0,30.1,50.0,1.66,132.0,82.0,66.7,12.0,9.0,10.0,6.0,19.4,6.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,40.2,0.26,-9.8,-0.33,120.0,298.0,40.3,1026.0,123.0,23.7,28.7,212.0,25.9,28.6,397.0,7.0,1.8,30.0,1.0,16.5
32,2020-2021,Bundesliga-Stats,Kevin Trapp,de GER,GK,Eint Frankfurt,30,1990,33.0,33.0,2970.0,33.0,52.0,1.58,150.0,99.0,68.0,15.0,12.0,6.0,4.0,12.1,6.0,4.0,1.0,1.0,20.0,1.0,5.0,2.0,44.6,0.27,-5.4,-0.16,222.0,574.0,38.7,1088.0,163.0,41.2,34.4,265.0,47.5,41.6,459.0,14.0,3.1,51.0,1.55,15.7
33,2020-2021,Bundesliga-Stats,Robin Zentner,de GER,GK,Mainz 05,25,1994,31.0,31.0,2790.0,31.0,46.0,1.48,142.0,97.0,71.1,9.0,9.0,13.0,5.0,16.1,6.0,5.0,0.0,1.0,0.0,1.0,3.0,1.0,40.9,0.26,-4.1,-0.13,132.0,453.0,29.1,824.0,199.0,38.0,35.4,250.0,56.0,46.0,470.0,32.0,6.8,37.0,1.19,14.5
34,2020-2021,Bundesliga-Stats,Ron-Robert Zieler,de GER,GK,Köln,31,1989,1.0,0.0,51.0,0.6,1.0,1.76,3.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.07,0.2,0.31,6.0,11.0,54.5,17.0,4.0,35.3,33.5,6.0,83.3,49.7,15.0,1.0,6.7,0.0,0.0,13.0
0,2019-2020,Bundesliga-Stats,Oliver Baumann,de GER,GK,Hoffenheim,29,1990,30.0,30.0,2700.0,30.0,49.0,1.63,146.0,97.0,69.9,13.0,7.0,10.0,7.0,23.3,7.0,5.0,2.0,0.0,28.6,0.0,4.0,2.0,48.5,0.29,1.5,0.05,137.0,391.0,35.0,1019.0,174.0,28.8,29.9,262.0,37.4,34.5,485.0,18.0,3.7,27.0,0.9,13.9
1,2019-2020,Bundesliga-Stats,Roman Bürki,ch SUI,GK,Dortmund,28,1990,31.0,31.0,2770.0,30.8,40.0,1.3,95.0,58.0,61.1,19.0,5.0,7.0,12.0,38.7,3.0,3.0,0.0,0.0,0.0,0.0,7.0,3.0,34.5,0.35,-2.5,-0.08,84.0,272.0,30.9,847.0,182.0,24.9,30.0,201.0,30.3,33.1,309.0,11.0,3.6,45.0,1.46,18.2
2,2019-2020,Bundesliga-Stats,Koen Casteels,be BEL,GK,Wolfsburg,27,1992,26.0,26.0,2340.0,26.0,38.0,1.46,105.0,67.0,67.6,11.0,6.0,9.0,5.0,19.2,4.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,34.3,0.29,-3.7,-0.14,187.0,420.0,44.5,792.0,122.0,39.9,35.5,178.0,58.4,45.3,356.0,18.0,5.1,34.0,1.31,16.6
3,2019-2020,Bundesliga-Stats,Mark Flekken,nl NED,GK,Freiburg,26,1993,10.0,10.0,900.0,10.0,14.0,1.4,69.0,55.0,79.7,4.0,3.0,3.0,3.0,30.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,19.7,0.28,5.7,0.57,64.0,180.0,35.6,324.0,38.0,37.0,35.9,108.0,55.6,47.8,160.0,5.0,3.1,8.0,0.8,12.6
4,2019-2020,Bundesliga-Stats,Rafał Gikiewicz,pl POL,GK,Union Berlin,31,1987,33.0,33.0,2970.0,33.0,54.0,1.64,159.0,105.0,67.9,12.0,5.0,16.0,8.0,24.2,4.0,3.0,1.0,0.0,25.0,0.0,7.0,1.0,48.9,0.29,-4.1,-0.12,374.0,823.0,45.4,1079.0,121.0,56.1,41.7,269.0,81.0,56.7,518.0,32.0,6.2,37.0,1.12,13.4
5,2019-2020,Bundesliga-Stats,Péter Gulácsi,hu HUN,GK,RB Leipzig,29,1990,32.0,32.0,2880.0,32.0,34.0,1.06,116.0,82.0,72.4,16.0,12.0,4.0,10.0,31.3,2.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,36.5,0.3,2.5,0.08,117.0,333.0,35.1,1032.0,186.0,25.1,29.9,227.0,32.6,33.7,400.0,18.0,4.5,68.0,2.13,18.5
6,2019-2020,Bundesliga-Stats,Marwin Hitz,ch SUI,GK,Dortmund,31,1987,4.0,3.0,290.0,3.2,1.0,0.31,7.0,6.0,85.7,2.0,1.0,0.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.49,2.4,0.75,8.0,22.0,36.4,75.0,14.0,17.3,28.2,25.0,36.0,38.3,35.0,1.0,2.9,4.0,1.24,15.4
7,2019-2020,Bundesliga-Stats,Timo Horn,de GER,GK,Köln,26,1993,34.0,34.0,3060.0,34.0,69.0,2.03,156.0,87.0,58.3,10.0,6.0,18.0,6.0,17.6,6.0,4.0,2.0,0.0,33.3,1.0,11.0,2.0,54.8,0.32,-12.2,-0.36,270.0,552.0,48.9,901.0,103.0,46.5,37.9,297.0,44.8,38.4,479.0,20.0,4.2,23.0,0.68,11.8
8,2019-2020,Bundesliga-Stats,Lukáš Hrádecký,fi FIN,GK,Leverkusen,29,1989,34.0,34.0,3060.0,34.0,44.0,1.29,143.0,99.0,70.6,19.0,6.0,9.0,10.0,29.4,2.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,48.1,0.33,4.1,0.12,180.0,498.0,36.1,1365.0,204.0,30.4,32.3,232.0,35.8,35.9,365.0,14.0,3.8,55.0,1.62,16.7
9,2019-2020,Bundesliga-Stats,Jannik Huth,de GER,GK,Paderborn 07,25,1994,6.0,6.0,540.0,6.0,17.0,2.83,33.0,16.0,51.5,0.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12.1,0.34,-4.9,-0.81,28.0,72.0,38.9,203.0,37.0,30.0,31.5,48.0,22.9,29.7,70.0,1.0,1.4,5.0,0.83,15.2
10,2019-2020,Bundesliga-Stats,Rune Jarstein,no NOR,GK,Hertha BSC,34,1984,29.0,29.0,2547.0,28.3,46.0,1.63,143.0,99.0,72.7,11.0,5.0,13.0,9.0,31.0,7.0,7.0,0.0,0.0,0.0,3.0,5.0,2.0,42.2,0.25,-1.8,-0.06,262.0,563.0,46.5,786.0,117.0,50.8,39.2,224.0,73.2,50.6,458.0,33.0,7.2,20.0,0.71,12.0
11,2019-2020,Bundesliga-Stats,Stefanos Kapino,gr GRE,GK,Werder Bremen,25,1994,1.0,1.0,90.0,1.0,2.0,2.0,5.0,3.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.19,-1.1,-1.06,7.0,16.0,43.8,26.0,8.0,38.5,33.8,9.0,66.7,43.0,21.0,0.0,0.0,1.0,1.0,12.0
12,2019-2020,Bundesliga-Stats,Florian Kastenmeier,de GER,GK,Düsseldorf,22,1997,17.0,17.0,1530.0,17.0,31.0,1.82,78.0,49.0,62.8,2.0,9.0,6.0,2.0,11.8,3.0,2.0,1.0,0.0,33.3,0.0,3.0,3.0,25.2,0.3,-2.8,-0.17,115.0,287.0,40.1,509.0,57.0,44.4,38.0,112.0,54.5,45.1,207.0,6.0,2.9,20.0,1.18,15.8
13,2019-2020,Bundesliga-Stats,Tomáš Koubek,cz CZE,GK,Augsburg,26,1992,24.0,24.0,2160.0,24.0,51.0,2.12,122.0,72.0,58.2,6.0,6.0,12.0,4.0,16.7,1.0,0.0,1.0,0.0,100.0,0.0,3.0,2.0,42.7,0.35,-6.3,-0.26,145.0,457.0,31.7,623.0,102.0,49.3,40.3,212.0,70.8,53.4,366.0,13.0,3.6,34.0,1.42,15.7
14,2019-2020,Bundesliga-Stats,Thomas Kraft,de GER,GK,Hertha BSC,31,1988,4.0,4.0,360.0,4.0,9.0,2.25,19.0,10.0,52.6,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.31,-3.0,-0.76,34.0,82.0,41.5,95.0,14.0,58.9,39.5,33.0,78.8,54.9,75.0,2.0,2.7,6.0,1.5,22.8
15,2019-2020,Bundesliga-Stats,Andreas Luthe,de GER,GK,Augsburg,32,1987,10.0,10.0,900.0,10.0,12.0,1.2,33.0,22.0,63.6,3.0,3.0,4.0,3.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.1,0.43,3.1,0.31,52.0,165.0,31.5,324.0,51.0,37.0,35.1,91.0,49.5,40.8,184.0,10.0,5.4,11.0,1.1,13.9
16,2019-2020,Bundesliga-Stats,Florian Müller,de GER,GK,Mainz 05,21,1997,13.0,12.0,1125.0,12.5,25.0,2.0,66.0,40.0,65.2,3.0,2.0,7.0,2.0,16.7,3.0,2.0,1.0,0.0,33.3,3.0,1.0,0.0,22.2,0.31,-2.8,-0.22,65.0,188.0,34.6,360.0,79.0,31.4,32.1,118.0,63.6,46.6,208.0,13.0,6.3,18.0,1.44,15.8
17,2019-2020,Bundesliga-Stats,Yvon Mvogo,ch SUI,GK,RB Leipzig,25,1994,2.0,2.0,180.0,2.0,3.0,1.5,5.0,2.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,-1.5,-0.76,4.0,13.0,30.8,70.0,9.0,14.3,25.9,10.0,30.0,31.0,20.0,1.0,5.0,3.0,1.5,17.6
18,2019-2020,Bundesliga-Stats,Manuel Neuer,de GER,GK,Bayern Munich,33,1986,33.0,33.0,2970.0,33.0,31.0,0.94,110.0,79.0,74.5,25.0,4.0,4.0,15.0,45.5,4.0,3.0,1.0,0.0,25.0,0.0,6.0,1.0,34.6,0.28,4.6,0.14,139.0,276.0,50.4,1267.0,203.0,19.6,26.4,180.0,15.6,27.8,303.0,10.0,3.3,123.0,3.73,23.7
19,2019-2020,Bundesliga-Stats,Moritz Nicolas,de GER,GK,Union Berlin,21,1997,1.0,1.0,90.0,1.0,4.0,4.0,8.0,4.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.37,-1.0,-1.01,9.0,18.0,50.0,28.0,1.0,50.0,42.3,7.0,57.1,47.4,11.0,0.0,0.0,1.0,1.0,16.0
20,2019-2020,Bundesliga-Stats,Alexander Nübel,de GER,GK,Schalke 04,22,1996,26.0,26.0,2315.0,25.7,40.0,1.56,118.0,80.0,69.5,8.0,9.0,9.0,5.0,19.2,4.0,4.0,0.0,0.0,0.0,1.0,5.0,2.0,35.8,0.28,-2.2,-0.09,132.0,394.0,33.5,791.0,109.0,34.8,33.8,207.0,57.5,45.0,339.0,22.0,6.5,23.0,0.89,13.8
