,season,league_name,player,nationality,position,team,age,birth_year,gk_games,gk_games_starts,gk_minutes,minutes_90s,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions
0,2022-2023,Premier-League-Stats,Alisson,br BRA,GK,Liverpool,29,1992,37.0,37.0,3330.0,37.0,43.0,1.16,147.0,105.0,72.1,19.0,9.0,9.0,14.0,37.8,4.0,2.0,1.0,1.0,33.3,0.0,0.0,2.0,51.1,0.33,10.1,0.27,116.0,283.0,41.0,1256.0,210.0,18.4,26.9,193.0,26.9,31.3,397.0,23.0,5.8,89.0,2.41,19.8
1,2022-2023,Premier-League-Stats,Alphonse Areola,fr FRA,GK,West Ham,29,1993,5.0,2.0,309.0,3.4,7.0,2.04,16.0,9.0,68.8,0.0,1.0,1.0,1.0,50.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,7.3,0.33,0.3,0.09,14.0,37.0,37.8,61.0,14.0,39.3,33.4,30.0,43.3,33.0,47.0,2.0,4.3,1.0,0.29,10.3
2,2022-2023,Premier-League-Stats,Kepa Arrizabalaga,es ESP,GK,Chelsea,27,1994,29.0,29.0,2565.0,28.5,33.0,1.16,120.0,90.0,73.3,8.0,9.0,12.0,9.0,31.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,3.0,35.0,0.29,5.0,0.18,68.0,213.0,31.9,864.0,151.0,17.1,26.3,182.0,35.7,31.5,332.0,15.0,4.5,52.0,1.82,16.9
3,2022-2023,Premier-League-Stats,Gavin Bazunu,ie IRL,GK,Southampton,20,2002,32.0,32.0,2880.0,32.0,56.0,1.75,120.0,67.0,54.2,6.0,6.0,20.0,4.0,12.5,2.0,1.0,1.0,0.0,50.0,1.0,7.0,4.0,35.4,0.28,-16.6,-0.52,212.0,629.0,33.7,935.0,144.0,50.2,38.1,237.0,67.5,50.0,456.0,36.0,7.9,48.0,1.5,15.1
4,2022-2023,Premier-League-Stats,Asmir Begović,ba BIH,GK,Everton,35,1987,1.0,1.0,90.0,1.0,0.0,0.0,4.0,4.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.12,0.5,0.49,4.0,13.0,30.8,22.0,5.0,36.4,34.9,8.0,62.5,46.8,23.0,1.0,4.3,0.0,0.0,5.0
5,2022-2023,Premier-League-Stats,Daniel Bentley,eng ENG,GK,Wolves,29,1993,2.0,2.0,180.0,2.0,3.0,1.5,13.0,10.0,76.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.3,0.9,0.44,10.0,29.0,34.5,57.0,14.0,38.6,32.9,23.0,30.4,32.2,37.0,5.0,13.5,1.0,0.5,8.0
6,2022-2023,Premier-League-Stats,Martin Dúbravka,sk SVK,GK,Newcastle Utd,33,1989,2.0,1.0,157.0,1.7,1.0,0.57,9.0,9.0,88.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9,0.21,1.9,1.07,6.0,10.0,60.0,39.0,14.0,10.3,20.7,15.0,40.0,35.3,30.0,1.0,3.3,0.0,0.0,12.4
7,2022-2023,Premier-League-Stats,Ederson,br BRA,GK,Manchester City,28,1993,35.0,35.0,3150.0,35.0,32.0,0.91,77.0,46.0,62.3,26.0,4.0,5.0,11.0,31.4,3.0,3.0,0.0,0.0,0.0,1.0,4.0,1.0,26.2,0.3,-4.8,-0.14,117.0,263.0,44.5,1104.0,147.0,19.6,28.0,152.0,30.9,32.3,286.0,19.0,6.6,33.0,0.94,15.7
8,2022-2023,Premier-League-Stats,Łukasz Fabiański,pl POL,GK,West Ham,37,1985,36.0,36.0,3111.0,34.6,48.0,1.39,154.0,106.0,70.1,11.0,6.0,19.0,8.0,22.2,4.0,2.0,1.0,1.0,33.3,0.0,3.0,1.0,45.9,0.28,-1.1,-0.03,198.0,516.0,38.4,677.0,153.0,54.2,39.3,249.0,59.8,44.8,513.0,29.0,5.7,25.0,0.72,13.0
9,2022-2023,Premier-League-Stats,Fraser Forster,eng ENG,GK,Tottenham,34,1988,14.0,13.0,1215.0,13.5,24.0,1.78,55.0,30.0,60.0,5.0,3.0,5.0,3.0,23.1,3.0,2.0,1.0,0.0,33.3,1.0,4.0,0.0,21.3,0.34,-2.7,-0.2,36.0,124.0,29.0,269.0,71.0,29.0,30.2,93.0,49.5,37.6,193.0,5.0,2.6,16.0,1.19,15.2
10,2022-2023,Premier-League-Stats,David de Gea,es ESP,GK,Manchester Utd,31,1990,38.0,38.0,3420.0,38.0,43.0,1.13,142.0,99.0,71.1,23.0,6.0,9.0,17.0,44.7,3.0,2.0,1.0,0.0,33.3,2.0,6.0,1.0,41.3,0.27,-0.7,-0.02,141.0,449.0,31.4,1032.0,128.0,32.6,32.3,179.0,63.1,47.1,526.0,15.0,2.9,32.0,0.84,14.8
11,2022-2023,Premier-League-Stats,Vicente Guaita,es ESP,GK,Crystal Palace,35,1987,27.0,27.0,2430.0,27.0,34.0,1.26,116.0,84.0,72.4,7.0,9.0,11.0,6.0,22.2,2.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,32.4,0.26,0.4,0.01,115.0,320.0,35.9,635.0,140.0,34.5,32.3,206.0,49.0,37.4,410.0,26.0,6.3,26.0,0.96,13.1
12,2022-2023,Premier-League-Stats,Dean Henderson,eng ENG,GK,Nott'ham Forest,25,1997,18.0,18.0,1620.0,18.0,31.0,1.72,85.0,52.0,65.9,5.0,5.0,8.0,6.0,33.3,5.0,2.0,2.0,1.0,50.0,1.0,5.0,0.0,26.9,0.28,-4.1,-0.23,108.0,334.0,32.3,513.0,107.0,47.2,38.5,156.0,59.0,45.3,291.0,20.0,6.9,27.0,1.5,15.6
13,2022-2023,Premier-League-Stats,Wayne Hennessey,wls WAL,GK,Nott'ham Forest,35,1987,4.0,3.0,271.0,3.0,5.0,1.66,14.0,9.0,64.3,0.0,2.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.9,0.28,-1.1,-0.36,23.0,58.0,39.7,72.0,13.0,54.2,43.2,25.0,76.0,54.5,35.0,1.0,2.9,2.0,0.66,17.0
14,2022-2023,Premier-League-Stats,Daniel Iversen,dk DEN,GK,Leicester City,25,1997,12.0,12.0,1080.0,12.0,22.0,1.83,59.0,38.0,66.1,2.0,4.0,6.0,1.0,8.3,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,18.9,0.29,-2.1,-0.18,38.0,194.0,19.6,261.0,49.0,47.1,37.2,114.0,62.3,46.2,203.0,16.0,7.9,6.0,0.5,10.3
15,2022-2023,Premier-League-Stats,Sam Johnstone,eng ENG,GK,Crystal Palace,29,1993,9.0,9.0,810.0,9.0,10.0,1.11,34.0,25.0,76.5,4.0,3.0,2.0,3.0,33.3,2.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,10.0,0.24,1.0,0.11,30.0,99.0,30.3,233.0,41.0,31.8,31.8,46.0,54.3,42.8,104.0,2.0,1.9,11.0,1.22,15.4
16,2022-2023,Premier-League-Stats,Caoimhín Kelleher,ie IRL,GK,Liverpool,23,1998,1.0,1.0,90.0,1.0,4.0,4.0,10.0,6.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.34,-1.1,-1.06,2.0,2.0,100.0,22.0,7.0,9.1,24.3,2.0,0.0,20.5,3.0,0.0,0.0,0.0,0.0,9.0
17,2022-2023,Premier-League-Stats,Bernd Leno,de GER,GK,Fulham,30,1992,36.0,36.0,3240.0,36.0,51.0,1.42,192.0,142.0,77.1,15.0,5.0,16.0,8.0,22.2,8.0,7.0,1.0,0.0,12.5,1.0,8.0,2.0,58.0,0.27,9.0,0.25,124.0,391.0,31.7,1153.0,190.0,26.0,30.0,242.0,37.6,36.0,464.0,35.0,7.5,46.0,1.28,14.9
18,2022-2023,Premier-League-Stats,Hugo Lloris,fr FRA,GK,Tottenham,35,1986,25.0,25.0,2205.0,24.5,39.0,1.59,117.0,79.0,67.5,13.0,3.0,9.0,7.0,28.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,33.9,0.29,-4.1,-0.17,77.0,218.0,35.3,539.0,109.0,31.7,31.4,186.0,25.3,25.8,322.0,20.0,6.2,29.0,1.18,13.7
19,2022-2023,Premier-League-Stats,Emiliano Martínez,ar ARG,GK,Aston Villa,29,1992,36.0,36.0,3139.0,34.9,38.0,1.09,132.0,97.0,74.2,17.0,7.0,12.0,11.0,30.6,5.0,4.0,1.0,0.0,20.0,1.0,6.0,4.0,36.6,0.24,2.6,0.07,199.0,523.0,38.0,1171.0,135.0,35.5,33.0,212.0,50.5,40.7,483.0,60.0,12.4,73.0,2.09,16.6
20,2022-2023,Premier-League-Stats,Alex McCarthy,eng ENG,GK,Southampton,32,1989,6.0,6.0,540.0,6.0,17.0,2.83,30.0,14.0,46.7,0.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,10.9,0.34,-5.1,-0.84,22.0,113.0,19.5,194.0,29.0,48.5,36.5,52.0,36.5,31.0,92.0,6.0,6.5,7.0,1.17,13.5
21,2022-2023,Premier-League-Stats,Edouard Mendy,sn SEN,GK,Chelsea,30,1992,10.0,9.0,855.0,9.5,14.0,1.47,39.0,25.0,64.1,3.0,2.0,4.0,1.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,11.9,0.33,-2.1,-0.22,27.0,77.0,35.1,226.0,47.0,22.1,27.6,63.0,42.9,34.4,128.0,9.0,7.0,11.0,1.16,13.7
22,2022-2023,Premier-League-Stats,Illan Meslier,fr FRA,GK,Leeds United,22,2000,34.0,34.0,3060.0,34.0,67.0,1.97,158.0,92.0,59.5,7.0,9.0,18.0,5.0,14.7,3.0,3.0,0.0,0.0,0.0,1.0,7.0,1.0,53.6,0.32,-12.4,-0.36,106.0,449.0,23.6,794.0,194.0,39.4,33.7,242.0,56.2,43.5,432.0,34.0,7.9,66.0,1.94,15.8
23,2022-2023,Premier-League-Stats,Keylor Navas,cr CRC,GK,Nott'ham Forest,35,1986,17.0,17.0,1529.0,17.0,32.0,1.88,83.0,51.0,66.3,4.0,4.0,9.0,1.0,5.9,4.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,29.3,0.32,-2.7,-0.16,106.0,320.0,33.1,378.0,65.0,56.3,41.3,151.0,70.9,48.1,295.0,14.0,4.7,9.0,0.53,9.0
24,2022-2023,Premier-League-Stats,Neto,br BRA,GK,Bournemouth,33,1989,27.0,27.0,2385.0,26.5,39.0,1.47,138.0,100.0,74.6,9.0,6.0,12.0,6.0,22.2,5.0,4.0,0.0,1.0,0.0,0.0,8.0,1.0,39.7,0.26,1.7,0.06,160.0,437.0,36.6,601.0,136.0,47.4,37.8,231.0,65.8,44.6,510.0,35.0,6.9,25.0,0.94,12.1
25,2022-2023,Premier-League-Stats,Robin Olsen,se SWE,GK,Aston Villa,32,1990,4.0,2.0,281.0,3.1,8.0,2.56,19.0,11.0,63.2,1.0,0.0,1.0,1.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,6.2,0.29,-1.8,-0.57,15.0,62.0,24.2,101.0,18.0,44.6,37.6,28.0,60.7,46.8,45.0,5.0,11.1,3.0,0.96,14.2
26,2022-2023,Premier-League-Stats,Stefan Ortega,de GER,GK,Manchester City,29,1992,3.0,3.0,270.0,3.0,1.0,0.33,15.0,14.0,93.3,2.0,1.0,0.0,2.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.27,3.1,1.02,11.0,24.0,45.8,155.0,16.0,14.8,23.9,12.0,8.3,20.3,26.0,1.0,3.8,7.0,2.33,21.1
27,2022-2023,Premier-League-Stats,Jordan Pickford,eng ENG,GK,Everton,28,1994,37.0,37.0,3330.0,37.0,57.0,1.54,181.0,123.0,71.3,7.0,12.0,18.0,8.0,21.6,6.0,5.0,1.0,0.0,16.7,2.0,4.0,0.0,60.0,0.31,3.0,0.08,270.0,801.0,33.7,992.0,151.0,58.1,43.0,315.0,71.4,52.7,566.0,22.0,3.9,52.0,1.41,16.2
28,2022-2023,Premier-League-Stats,Nick Pope,eng ENG,GK,Newcastle Utd,30,1992,37.0,37.0,3261.0,36.2,32.0,0.88,118.0,85.0,74.6,19.0,13.0,5.0,14.0,37.8,5.0,2.0,2.0,1.0,50.0,0.0,8.0,1.0,31.3,0.24,0.3,0.01,120.0,368.0,32.6,683.0,232.0,33.1,33.0,207.0,68.6,50.7,411.0,34.0,8.3,74.0,2.04,18.2
29,2022-2023,Premier-League-Stats,Aaron Ramsdale,eng ENG,GK,Arsenal,24,1998,38.0,38.0,3420.0,38.0,43.0,1.13,136.0,94.0,70.6,26.0,6.0,6.0,14.0,36.8,5.0,3.0,0.0,2.0,0.0,0.0,6.0,1.0,40.0,0.28,-2.0,-0.05,109.0,429.0,25.4,956.0,174.0,35.4,33.3,153.0,59.5,49.2,381.0,22.0,5.8,43.0,1.13,16.1
30,2022-2023,Premier-League-Stats,David Raya,es ESP,GK,Brentford,26,1995,38.0,38.0,3420.0,38.0,46.0,1.21,197.0,154.0,77.7,15.0,14.0,9.0,12.0,31.6,2.0,2.0,0.0,0.0,0.0,0.0,9.0,3.0,48.0,0.24,5.0,0.13,347.0,882.0,39.3,1367.0,160.0,50.7,39.5,269.0,70.3,51.8,598.0,52.0,8.7,54.0,1.42,15.7
31,2022-2023,Premier-League-Stats,Joel Robles,es ESP,GK,Leeds United,32,1990,4.0,4.0,360.0,4.0,11.0,2.75,27.0,16.0,66.7,0.0,1.0,3.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,10.5,0.32,-0.5,-0.12,18.0,71.0,25.4,90.0,20.0,52.2,41.1,32.0,75.0,49.4,43.0,2.0,4.7,3.0,0.75,11.6
32,2022-2023,Premier-League-Stats,Marek Rodák,sk SVK,GK,Fulham,25,1996,2.0,2.0,180.0,2.0,2.0,1.0,4.0,2.0,50.0,0.0,2.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.51,0.0,0.01,16.0,47.0,34.0,46.0,3.0,73.9,46.0,15.0,86.7,60.0,26.0,1.0,3.8,2.0,1.0,14.0
33,2022-2023,Premier-League-Stats,José Sá,pt POR,GK,Wolves,29,1993,36.0,36.0,3240.0,36.0,55.0,1.53,161.0,105.0,67.1,11.0,7.0,18.0,11.0,30.6,4.0,2.0,2.0,0.0,50.0,0.0,6.0,1.0,48.4,0.28,-5.6,-0.16,120.0,435.0,27.6,935.0,182.0,29.3,30.9,260.0,61.9,46.2,540.0,43.0,8.0,28.0,0.78,12.6
34,2022-2023,Premier-League-Stats,Robert Sánchez,es ESP,GK,Brighton,24,1997,23.0,23.0,2070.0,23.0,30.0,1.3,74.0,46.0,66.2,11.0,5.0,7.0,6.0,26.1,6.0,5.0,1.0,0.0,16.7,0.0,4.0,3.0,24.2,0.25,-2.8,-0.12,60.0,205.0,29.3,645.0,103.0,24.2,28.9,131.0,37.4,35.1,229.0,17.0,7.4,13.0,0.57,12.3
35,2022-2023,Premier-League-Stats,Jason Steele,eng ENG,GK,Brighton,31,1990,15.0,15.0,1350.0,15.0,23.0,1.53,57.0,36.0,61.4,7.0,3.0,5.0,6.0,40.0,2.0,1.0,1.0,0.0,50.0,0.0,2.0,3.0,18.5,0.29,-1.5,-0.1,34.0,74.0,45.9,483.0,48.0,14.9,24.2,55.0,3.6,13.9,126.0,10.0,7.9,19.0,1.27,15.7
36,2022-2023,Premier-League-Stats,Mark Travers,ie IRL,GK,Bournemouth,23,1999,12.0,11.0,1035.0,11.5,32.0,2.78,66.0,36.0,54.5,2.0,0.0,9.0,2.0,18.2,2.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,24.0,0.34,-6.0,-0.52,71.0,154.0,46.1,250.0,54.0,35.6,31.9,118.0,55.1,43.8,229.0,5.0,2.2,5.0,0.43,10.5
37,2022-2023,Premier-League-Stats,Danny Ward,wls WAL,GK,Leicester City,29,1993,26.0,26.0,2340.0,26.0,46.0,1.77,119.0,75.0,63.0,7.0,3.0,16.0,6.0,23.1,3.0,2.0,1.0,0.0,33.3,2.0,6.0,4.0,36.5,0.29,-5.5,-0.21,94.0,303.0,31.0,750.0,154.0,29.7,30.4,190.0,42.1,35.1,355.0,20.0,5.6,42.0,1.62,15.9
38,2022-2023,Premier-League-Stats,Joseph Whitworth,eng ENG,GK,Crystal Palace,18,2004,2.0,2.0,180.0,2.0,5.0,2.5,10.0,5.0,50.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.23,-2.7,-1.33,8.0,27.0,29.6,68.0,8.0,29.4,30.1,15.0,46.7,36.7,25.0,1.0,4.0,3.0,1.5,15.4
0,2021-2022,Premier-League-Stats,Alisson,br BRA,GK,Liverpool,28,1992,36.0,36.0,3240.0,36.0,24.0,0.67,99.0,76.0,75.8,27.0,7.0,2.0,20.0,55.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,24.4,0.25,1.4,0.04,114.0,258.0,44.2,1216.0,211.0,16.5,26.3,172.0,33.1,33.4,340.0,22.0,6.5,89.0,2.47,18.7
1,2021-2022,Premier-League-Stats,Alphonse Areola,fr FRA,GK,West Ham,28,1993,1.0,1.0,90.0,1.0,1.0,1.0,3.0,2.0,66.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.39,0.2,0.17,9.0,28.0,32.1,26.0,3.0,69.2,46.3,14.0,71.4,48.5,15.0,1.0,6.7,0.0,0.0,5.5
2,2021-2022,Premier-League-Stats,Kepa Arrizabalaga,es ESP,GK,Chelsea,26,1994,4.0,4.0,360.0,4.0,2.0,0.5,13.0,11.0,84.6,2.0,1.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.2,0.25,1.2,0.3,8.0,29.0,27.6,117.0,29.0,19.7,26.4,21.0,28.6,27.6,44.0,2.0,4.5,8.0,2.0,18.8
3,2021-2022,Premier-League-Stats,Daniel Bachmann,at AUT,GK,Watford,27,1994,12.0,12.0,1080.0,12.0,28.0,2.33,72.0,46.0,65.3,1.0,0.0,11.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,2.0,23.2,0.3,-2.8,-0.23,71.0,207.0,34.3,275.0,47.0,53.8,40.9,87.0,67.8,47.8,187.0,7.0,3.7,12.0,1.0,16.1
4,2021-2022,Premier-League-Stats,Asmir Begović,ba BIH,GK,Everton,34,1987,3.0,3.0,270.0,3.0,8.0,2.67,18.0,11.0,61.1,1.0,0.0,2.0,1.0,33.3,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,4.2,0.18,-2.8,-0.94,20.0,62.0,32.3,54.0,5.0,74.1,48.9,31.0,71.0,51.3,50.0,3.0,6.0,2.0,0.67,10.7
5,2021-2022,Premier-League-Stats,Jack Butland,eng ENG,GK,Crystal Palace,28,1993,9.0,8.0,765.0,8.5,13.0,1.53,28.0,16.0,53.6,2.0,4.0,2.0,1.0,12.5,1.0,0.0,1.0,0.0,100.0,1.0,1.0,2.0,9.7,0.31,-1.3,-0.16,25.0,93.0,26.9,221.0,40.0,28.5,29.8,66.0,45.5,36.3,139.0,11.0,7.9,7.0,0.82,11.2
6,2021-2022,Premier-League-Stats,Willy Caballero,ar ARG,GK,Southampton,39,1981,2.0,2.0,180.0,2.0,5.0,2.5,11.0,6.0,54.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.3,0.31,-1.7,-0.85,17.0,36.0,47.2,47.0,0.0,51.1,38.4,13.0,92.3,56.5,33.0,1.0,3.0,4.0,2.0,14.0
7,2021-2022,Premier-League-Stats,Karl Darlow,eng ENG,GK,Newcastle Utd,30,1990,8.0,8.0,720.0,8.0,15.0,1.87,37.0,23.0,64.9,0.0,5.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,9.5,0.21,-4.5,-0.56,72.0,163.0,44.2,187.0,28.0,61.5,44.5,62.0,77.4,56.7,106.0,5.0,4.7,4.0,0.5,10.5
8,2021-2022,Premier-League-Stats,Martin Dúbravka,sk SVK,GK,Newcastle Utd,32,1989,26.0,26.0,2340.0,26.0,35.0,1.35,106.0,72.0,67.9,13.0,4.0,9.0,8.0,30.8,1.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,34.0,0.32,0.0,0.0,207.0,497.0,41.6,605.0,88.0,46.3,37.0,236.0,91.9,60.5,360.0,22.0,6.1,14.0,0.54,11.9
9,2021-2022,Premier-League-Stats,Ederson,br BRA,GK,Manchester City,27,1993,37.0,37.0,3330.0,37.0,26.0,0.7,83.0,57.0,69.9,28.0,6.0,3.0,20.0,54.1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,25.7,0.3,-0.3,-0.01,87.0,182.0,47.8,988.0,165.0,15.7,25.7,138.0,19.6,26.8,300.0,21.0,7.0,55.0,1.49,19.0
10,2021-2022,Premier-League-Stats,Łukasz Fabiański,pl POL,GK,West Ham,36,1985,37.0,37.0,3330.0,37.0,50.0,1.35,162.0,111.0,70.4,16.0,8.0,13.0,8.0,21.6,6.0,2.0,3.0,1.0,60.0,2.0,8.0,2.0,46.8,0.26,-1.2,-0.03,193.0,525.0,36.8,736.0,164.0,48.9,38.2,277.0,59.6,44.4,595.0,28.0,4.7,12.0,0.32,10.4
11,2021-2022,Premier-League-Stats,Álvaro Fernández,es ESP,GK,Brentford,23,1998,12.0,12.0,1080.0,12.0,24.0,2.0,69.0,47.0,66.7,3.0,2.0,7.0,1.0,8.3,1.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,19.9,0.28,-2.1,-0.17,64.0,216.0,29.6,433.0,60.0,40.4,33.9,83.0,49.4,36.9,194.0,9.0,4.6,18.0,1.5,16.8
12,2021-2022,Premier-League-Stats,Fraser Forster,eng ENG,GK,Southampton,33,1988,19.0,19.0,1710.0,19.0,35.0,1.84,101.0,68.0,67.3,6.0,5.0,8.0,3.0,15.8,2.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,32.4,0.31,-0.6,-0.03,105.0,330.0,31.8,461.0,71.0,50.1,39.6,140.0,70.7,49.5,285.0,19.0,6.7,24.0,1.26,12.3
13,2021-2022,Premier-League-Stats,Ben Foster,eng ENG,GK,Watford,38,1983,26.0,26.0,2340.0,26.0,49.0,1.88,116.0,67.0,60.3,5.0,5.0,16.0,4.0,15.4,4.0,3.0,1.0,0.0,25.0,0.0,3.0,1.0,37.1,0.29,-10.9,-0.42,196.0,622.0,31.5,657.0,76.0,64.1,44.7,223.0,90.1,60.6,455.0,20.0,4.4,37.0,1.42,15.9
14,2021-2022,Premier-League-Stats,David de Gea,es ESP,GK,Manchester Utd,30,1990,38.0,38.0,3420.0,38.0,57.0,1.5,180.0,124.0,70.0,16.0,10.0,12.0,8.0,21.1,5.0,3.0,2.0,0.0,40.0,0.0,4.0,3.0,55.1,0.29,1.1,0.03,103.0,315.0,32.7,623.0,134.0,30.0,30.9,299.0,42.8,35.9,525.0,8.0,1.5,25.0,0.66,14.0
15,2021-2022,Premier-League-Stats,Vicente Guaita,es ESP,GK,Crystal Palace,34,1987,30.0,30.0,2655.0,29.5,33.0,1.12,116.0,83.0,74.1,9.0,11.0,10.0,11.0,36.7,3.0,3.0,0.0,0.0,0.0,1.0,10.0,0.0,28.8,0.23,-4.2,-0.14,105.0,282.0,37.2,778.0,182.0,26.6,28.3,201.0,37.3,31.5,386.0,17.0,4.4,36.0,1.22,16.3
16,2021-2022,Premier-League-Stats,Angus Gunn,sct SCO,GK,Norwich City,25,1996,9.0,9.0,810.0,9.0,22.0,2.44,57.0,34.0,64.9,1.0,2.0,6.0,1.0,11.1,4.0,2.0,1.0,1.0,33.3,0.0,2.0,0.0,19.3,0.3,-2.7,-0.3,45.0,129.0,34.9,219.0,47.0,43.4,34.5,86.0,39.5,34.5,175.0,3.0,1.7,14.0,1.56,17.3
17,2021-2022,Premier-League-Stats,Wayne Hennessey,wls WAL,GK,Burnley,34,1987,2.0,2.0,180.0,2.0,6.0,3.0,13.0,8.0,53.8,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.2,0.26,-1.8,-0.91,27.0,63.0,42.9,57.0,7.0,77.2,50.8,21.0,90.5,63.6,37.0,0.0,0.0,4.0,2.0,17.0
18,2021-2022,Premier-League-Stats,Caoimhín Kelleher,ie IRL,GK,Liverpool,22,1998,2.0,2.0,180.0,2.0,2.0,1.0,8.0,6.0,75.0,1.0,1.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.28,0.2,0.11,2.0,10.0,20.0,78.0,13.0,11.5,22.7,13.0,7.7,23.0,20.0,0.0,0.0,3.0,1.5,17.1
19,2021-2022,Premier-League-Stats,Kristoffer Klaesson,no NOR,GK,Leeds United,20,2000,1.0,0.0,36.0,0.4,0.0,0.0,4.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.14,0.6,1.38,1.0,3.0,33.3,8.0,2.0,25.0,30.4,3.0,33.3,28.7,7.0,0.0,0.0,2.0,5.0,23.7
20,2021-2022,Premier-League-Stats,Tim Krul,nl NED,GK,Norwich City,33,1988,29.0,29.0,2610.0,29.0,62.0,2.14,165.0,105.0,66.7,4.0,5.0,20.0,5.0,17.2,8.0,7.0,0.0,1.0,0.0,1.0,7.0,2.0,48.3,0.27,-11.7,-0.4,134.0,399.0,33.6,847.0,168.0,34.5,34.3,224.0,47.8,40.1,442.0,14.0,3.2,19.0,0.66,12.6
21,2021-2022,Premier-League-Stats,Bernd Leno,de GER,GK,Arsenal,29,1992,4.0,4.0,360.0,4.0,9.0,2.25,19.0,10.0,52.6,1.0,0.0,3.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.5,0.4,0.11,17.0,53.0,32.1,77.0,13.0,35.1,33.8,37.0,70.3,50.4,73.0,6.0,8.2,1.0,0.25,7.3
22,2021-2022,Premier-League-Stats,Hugo Lloris,fr FRA,GK,Tottenham,34,1986,38.0,38.0,3420.0,38.0,40.0,1.05,137.0,98.0,72.3,22.0,5.0,11.0,16.0,42.1,2.0,2.0,0.0,0.0,0.0,1.0,5.0,1.0,37.6,0.26,-1.4,-0.04,115.0,279.0,41.2,676.0,161.0,29.6,31.0,278.0,28.4,26.5,567.0,33.0,5.8,45.0,1.18,14.2
