,season,league_name,player,nationality,position,team,age,birth_year,gk_games,gk_games_starts,gk_minutes,minutes_90s,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions
10,2023-2024,Premier-League,Sam Johnstone,eng ENG,GK,Crystal Palace,30-359,1993,20.0,20.0,1796.0,20.0,27.0,1.35,67.0,41.0,62.7,5.0,6.0,9.0,6.0,30.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,20.0,0.27,-6.0,-0.3,117.0,355.0,33.0,453.0,63.0,55.0,41.2,141.0,75.2,52.8,339.0,24.0,7.1,12.0,0.6,11.2
11,2023-2024,Premier-League,Thomas Kaminski,be BEL,GK,Luton Town,31-147,1992,29.0,29.0,2610.0,29.0,60.0,2.07,170.0,111.0,65.9,5.0,7.0,17.0,2.0,6.9,2.0,2.0,0.0,0.0,0.0,0.0,9.0,1.0,59.9,0.35,0.9,0.03,197.0,632.0,31.2,871.0,117.0,52.2,39.6,264.0,67.0,47.8,452.0,15.0,3.3,57.0,1.97,19.1
12,2023-2024,Premier-League,Loris Karius,de GER,GK,Newcastle Utd,30-270,1993,1.0,1.0,90.0,1.0,4.0,4.0,7.0,4.0,42.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.29,-1.0,-0.99,3.0,18.0,16.7,27.0,5.0,48.1,36.3,9.0,55.6,41.8,10.0,1.0,10.0,3.0,3.0,19.5
13,2023-2024,Premier-League,Caoimhín Kelleher,ie IRL,GK,Liverpool,25-116,1998,7.0,7.0,630.0,7.0,7.0,1.0,27.0,20.0,74.1,6.0,1.0,0.0,2.0,28.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.2,0.31,1.2,0.18,26.0,88.0,29.5,295.0,33.0,27.1,28.9,24.0,33.3,34.0,52.0,3.0,5.8,10.0,1.43,19.0
14,2023-2024,Premier-League,Bernd Leno,de GER,GK,Fulham,32-014,1992,29.0,29.0,2610.0,29.0,44.0,1.52,145.0,105.0,73.8,11.0,5.0,13.0,8.0,27.6,6.0,6.0,0.0,0.0,0.0,0.0,2.0,4.0,42.4,0.26,2.4,0.08,114.0,351.0,32.5,1044.0,119.0,24.9,29.2,140.0,65.0,49.0,354.0,13.0,3.7,30.0,1.03,14.2
15,2023-2024,Premier-League,Emiliano Martínez,ar ARG,GK,Aston Villa,31-198,1992,27.0,27.0,2430.0,27.0,40.0,1.48,112.0,75.0,64.3,16.0,4.0,7.0,6.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,40.2,0.37,3.2,0.12,95.0,250.0,38.0,989.0,130.0,20.5,27.5,126.0,37.3,34.8,304.0,34.0,11.2,55.0,2.04,18.1
16,2023-2024,Premier-League,Remi Matthews,eng ENG,GK,Crystal Palace,30-037,1994,1.0,0.0,4.0,0.0,1.0,22.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.15,-0.9,-19.2,0.0,5.0,0.0,4.0,0.0,100.0,53.8,1.0,100.0,63.0,1.0,1.0,100.0,0.0,0.0,3.5
17,2023-2024,Premier-League,Arijanet Muric,xk KVX,GK,Burnley,25-132,1998,1.0,1.0,90.0,1.0,1.0,1.0,5.0,4.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.13,-0.4,-0.37,11.0,20.0,55.0,32.0,3.0,59.4,44.1,2.0,50.0,22.0,13.0,1.0,7.7,1.0,1.0,12.3
18,2023-2024,Premier-League,Neto,br BRA,GK,Bournemouth,34-243,1989,26.0,26.0,2340.0,26.0,45.0,1.73,138.0,93.0,70.3,8.0,8.0,10.0,6.0,23.1,5.0,4.0,1.0,0.0,20.0,1.0,3.0,1.0,46.1,0.31,2.1,0.08,136.0,394.0,34.5,662.0,123.0,43.2,36.4,186.0,58.1,44.8,339.0,23.0,6.8,27.0,1.04,13.8
19,2023-2024,Premier-League,Robin Olsen,se SWE,GK,Aston Villa,34-070,1990,1.0,1.0,90.0,1.0,1.0,1.0,2.0,1.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.23,-0.5,-0.54,5.0,12.0,41.7,37.0,3.0,29.7,28.0,2.0,50.0,35.0,11.0,0.0,0.0,1.0,1.0,23.0
20,2023-2024,Premier-League,André Onana,cm CMR,GK,Manchester Utd,27-351,1996,28.0,28.0,2520.0,28.0,39.0,1.39,141.0,103.0,74.5,15.0,2.0,11.0,8.0,28.6,3.0,3.0,0.0,0.0,0.0,1.0,7.0,1.0,42.0,0.29,4.0,0.14,111.0,367.0,30.2,977.0,103.0,29.9,30.8,132.0,56.8,44.0,448.0,29.0,6.5,30.0,1.07,13.7
21,2023-2024,Premier-League,Stefan Ortega,de GER,GK,Manchester City,31-133,1992,3.0,1.0,208.0,2.3,3.0,1.3,12.0,9.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.31,0.7,0.31,9.0,32.0,28.1,107.0,7.0,26.2,29.9,5.0,80.0,56.2,31.0,2.0,6.5,6.0,2.6,18.6
22,2023-2024,Premier-League,Đorđe Petrović,rs SRB,GK,Chelsea,24-162,1999,12.0,11.0,997.0,11.1,20.0,1.81,60.0,41.0,68.3,6.0,2.0,3.0,2.0,18.2,2.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,15.0,0.24,-4.0,-0.36,44.0,131.0,33.6,331.0,53.0,27.2,29.5,72.0,56.9,41.8,163.0,10.0,6.1,15.0,1.35,16.5
23,2023-2024,Premier-League,Jordan Pickford,eng ENG,GK,Everton,30-011,1994,28.0,28.0,2520.0,28.0,39.0,1.39,120.0,83.0,73.3,8.0,7.0,13.0,8.0,28.6,7.0,7.0,0.0,0.0,0.0,0.0,9.0,2.0,38.0,0.26,1.0,0.04,273.0,632.0,43.2,946.0,106.0,55.2,40.7,199.0,55.3,45.2,390.0,18.0,4.6,42.0,1.5,17.4
24,2023-2024,Premier-League,Nick Pope,eng ENG,GK,Newcastle Utd,31-334,1992,14.0,14.0,1255.0,13.9,14.0,1.0,53.0,39.0,73.6,8.0,2.0,4.0,5.0,35.7,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,15.1,0.3,1.1,0.08,35.0,100.0,35.0,282.0,85.0,18.8,27.8,85.0,55.3,42.3,128.0,6.0,4.7,28.0,2.01,19.8
25,2023-2024,Premier-League,Ionuț Radu,ro ROU,GK,Bournemouth,26-295,1997,2.0,2.0,180.0,2.0,7.0,3.5,11.0,4.0,36.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.9,0.27,-4.1,-2.04,5.0,15.0,33.3,57.0,10.0,19.3,26.9,11.0,36.4,29.2,19.0,2.0,10.5,0.0,0.0,9.6
26,2023-2024,Premier-League,Aaron Ramsdale,eng ENG,GK,Arsenal,25-309,1998,6.0,6.0,540.0,6.0,5.0,0.83,14.0,9.0,64.3,5.0,1.0,0.0,2.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.7,0.26,-1.3,-0.22,19.0,69.0,27.5,169.0,30.0,34.9,33.3,19.0,52.6,41.4,46.0,8.0,17.4,9.0,1.5,14.6
27,2023-2024,Premier-League,David Raya,es ESP,GK,Arsenal,28-185,1995,22.0,22.0,1980.0,22.0,19.0,0.86,51.0,32.0,64.7,15.0,3.0,4.0,9.0,40.9,2.0,1.0,1.0,0.0,50.0,0.0,4.0,1.0,15.5,0.28,-2.5,-0.11,79.0,233.0,33.9,650.0,114.0,30.5,30.0,67.0,52.2,43.4,194.0,29.0,14.9,39.0,1.77,18.6
28,2023-2024,Premier-League,José Sá,pt POR,GK,Wolves,31-061,1993,26.0,26.0,2227.0,24.7,40.0,1.62,118.0,79.0,70.3,11.0,5.0,10.0,4.0,15.4,5.0,5.0,0.0,0.0,0.0,1.0,3.0,1.0,44.7,0.34,5.7,0.23,59.0,301.0,19.6,592.0,146.0,34.0,33.7,180.0,55.6,42.3,381.0,38.0,10.0,20.0,0.81,13.0
29,2023-2024,Premier-League,Robert Sánchez,es ESP,GK,Chelsea,26-121,1997,16.0,16.0,1433.0,15.9,25.0,1.57,78.0,52.0,70.5,5.0,4.0,7.0,3.0,18.8,3.0,2.0,1.0,0.0,33.3,0.0,3.0,0.0,24.2,0.28,-0.8,-0.05,61.0,147.0,41.5,516.0,87.0,21.3,28.1,91.0,40.7,33.7,202.0,19.0,9.4,27.0,1.7,15.8
30,2023-2024,Premier-League,Matz Sels,be BEL,GK,Nott'ham Forest,32-021,1992,7.0,7.0,630.0,7.0,11.0,1.57,23.0,13.0,52.2,1.0,2.0,4.0,1.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.7,0.25,-4.3,-0.62,33.0,90.0,36.7,129.0,20.0,51.9,38.7,37.0,62.2,44.9,103.0,3.0,2.9,2.0,0.29,10.2
31,2023-2024,Premier-League,Jason Steele,eng ENG,GK,Brighton,33-213,1990,15.0,15.0,1350.0,15.0,28.0,1.87,64.0,38.0,60.9,5.0,4.0,6.0,2.0,13.3,3.0,3.0,0.0,0.0,0.0,0.0,5.0,2.0,22.8,0.32,-3.2,-0.22,43.0,125.0,34.4,553.0,59.0,21.2,27.2,50.0,16.0,19.3,161.0,7.0,4.3,34.0,2.27,19.8
32,2023-2024,Premier-League,Thomas Strakosha,al ALB,GK,Brentford,28-365,1995,2.0,1.0,135.0,1.5,2.0,1.33,8.0,6.0,75.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.2,-0.5,-0.3,12.0,30.0,40.0,56.0,5.0,41.1,35.8,15.0,46.7,39.9,37.0,2.0,5.4,1.0,0.67,10.0
33,2023-2024,Premier-League,James Trafford,eng ENG,GK,Burnley,21-160,2002,28.0,28.0,2520.0,28.0,62.0,2.21,166.0,106.0,65.7,3.0,5.0,20.0,2.0,7.1,5.0,5.0,0.0,0.0,0.0,0.0,10.0,2.0,54.1,0.3,-5.9,-0.21,138.0,606.0,22.8,1332.0,162.0,33.9,31.3,198.0,78.3,54.2,419.0,30.0,7.2,43.0,1.54,15.0
34,2023-2024,Premier-League,Matt Turner,us USA,GK,Nott'ham Forest,29-268,1994,17.0,17.0,1530.0,17.0,28.0,1.65,80.0,52.0,67.5,4.0,5.0,8.0,2.0,11.8,2.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,22.1,0.26,-5.9,-0.35,126.0,280.0,45.0,436.0,99.0,42.7,35.7,136.0,69.1,47.0,296.0,30.0,10.1,18.0,1.06,13.3
35,2023-2024,Premier-League,Bart Verbruggen,nl NED,GK,Brighton,21-213,2002,13.0,13.0,1170.0,13.0,16.0,1.23,51.0,35.0,72.5,6.0,5.0,2.0,2.0,15.4,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,14.9,0.25,-1.1,-0.09,29.0,62.0,46.8,502.0,75.0,11.2,22.1,52.0,11.5,17.5,132.0,9.0,6.8,12.0,0.92,13.9
36,2023-2024,Premier-League,Guglielmo Vicario,it ITA,GK,Tottenham,27-163,1996,28.0,28.0,2520.0,28.0,42.0,1.5,121.0,81.0,70.2,16.0,5.0,7.0,6.0,21.4,6.0,6.0,0.0,0.0,0.0,1.0,5.0,2.0,45.5,0.33,5.5,0.2,44.0,191.0,23.0,993.0,156.0,16.4,25.0,169.0,16.6,23.1,395.0,27.0,6.8,61.0,2.18,16.9
37,2023-2024,Premier-League,Odisseas Vlachodimos,gr GRE,GK,Nott'ham Forest,29-327,1994,5.0,5.0,450.0,5.0,12.0,2.4,22.0,10.0,50.0,1.0,0.0,4.0,1.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,7.9,0.31,-4.1,-0.83,28.0,60.0,46.7,130.0,21.0,25.4,29.6,44.0,61.4,44.3,92.0,3.0,3.3,2.0,0.4,10.3
0,2023-2024,Bundesliga,Noah Atubolu,de GER,GK,Freiburg,21-298,2002,25.0,25.0,2250.0,25.0,45.0,1.8,116.0,72.0,63.8,9.0,6.0,10.0,7.0,28.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,1.0,39.1,0.33,-4.9,-0.2,145.0,433.0,33.5,866.0,120.0,35.7,34.2,173.0,71.7,53.6,338.0,17.0,5.0,24.0,0.96,14.4
1,2023-2024,Bundesliga,Daniel Batz,de GER,GK,Mainz 05,33-066,1991,4.0,4.0,360.0,4.0,3.0,0.75,17.0,14.0,82.4,0.0,2.0,2.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.4,0.15,-0.6,-0.15,18.0,58.0,31.0,132.0,14.0,38.6,34.7,21.0,33.3,34.8,38.0,4.0,10.5,2.0,0.5,11.3
2,2023-2024,Bundesliga,Oliver Baumann,de GER,GK,Hoffenheim,33-290,1990,26.0,26.0,2340.0,26.0,50.0,1.92,159.0,107.0,69.8,9.0,6.0,11.0,1.0,3.8,5.0,2.0,3.0,0.0,60.0,2.0,6.0,1.0,53.6,0.31,4.6,0.18,162.0,406.0,39.9,866.0,129.0,33.7,32.7,201.0,56.7,45.1,419.0,25.0,6.0,54.0,2.08,16.8
3,2023-2024,Bundesliga,Janis Blaswich,de GER,GK,RB Leipzig,32-321,1991,20.0,20.0,1800.0,20.0,28.0,1.4,70.0,42.0,64.3,10.0,3.0,7.0,5.0,25.0,3.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,23.0,0.29,-5.0,-0.25,54.0,151.0,35.8,781.0,83.0,15.0,25.9,129.0,26.4,31.0,229.0,14.0,6.1,35.0,1.75,17.7
4,2023-2024,Bundesliga,Fabian Bredlow,de GER,GK,Stuttgart,29-016,1995,3.0,3.0,270.0,3.0,3.0,1.0,19.0,16.0,84.2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.9,0.21,0.9,0.31,18.0,49.0,36.7,118.0,12.0,36.4,32.8,9.0,66.7,49.3,44.0,1.0,2.3,2.0,0.67,13.3
5,2023-2024,Bundesliga,Alexander Brunst,de GER,GK,Darmstadt 98,28-255,1995,1.0,1.0,90.0,1.0,1.0,1.0,3.0,2.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.25,-0.3,-0.25,12.0,36.0,33.3,38.0,2.0,71.1,47.6,9.0,100.0,66.8,24.0,1.0,4.2,0.0,0.0,10.3
6,2023-2024,Bundesliga,Koen Casteels,be BEL,GK,Wolfsburg,31-267,1992,21.0,21.0,1890.0,21.0,33.0,1.57,102.0,70.0,69.6,6.0,6.0,9.0,3.0,14.3,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,32.3,0.3,0.3,0.01,135.0,327.0,41.3,646.0,102.0,36.5,35.1,139.0,65.5,48.7,299.0,21.0,7.0,37.0,1.76,16.4
7,2023-2024,Bundesliga,Finn Dahmen,de GER,GK,Augsburg,25-357,1998,26.0,26.0,2340.0,26.0,42.0,1.62,134.0,92.0,73.1,9.0,8.0,9.0,2.0,7.7,9.0,6.0,2.0,1.0,25.0,0.0,10.0,2.0,41.8,0.26,1.8,0.07,137.0,383.0,35.8,1008.0,76.0,30.9,32.4,146.0,49.3,43.3,392.0,23.0,5.9,38.0,1.46,14.2
8,2023-2024,Bundesliga,Jens Grahl,de GER,GK,Eint Frankfurt,35-178,1988,2.0,2.0,180.0,2.0,2.0,1.0,9.0,7.0,77.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.15,-0.6,-0.31,4.0,29.0,13.8,77.0,15.0,31.2,34.4,15.0,33.3,37.9,33.0,4.0,12.1,4.0,2.0,15.7
9,2023-2024,Bundesliga,Péter Gulácsi,hu HUN,GK,RB Leipzig,33-317,1990,6.0,6.0,540.0,6.0,4.0,0.67,15.0,11.0,73.3,5.0,1.0,0.0,3.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.3,0.23,-0.7,-0.11,10.0,27.0,37.0,159.0,21.0,8.2,24.2,45.0,31.1,29.8,72.0,0.0,0.0,9.0,1.5,17.4
10,2023-2024,Bundesliga,Lukáš Hrádecký,fi FIN,GK,Leverkusen,34-115,1989,24.0,24.0,2160.0,24.0,16.0,0.67,81.0,65.0,80.2,21.0,3.0,0.0,12.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,20.6,0.26,4.6,0.19,51.0,155.0,32.9,557.0,127.0,21.5,28.1,100.0,35.0,35.3,228.0,20.0,8.8,35.0,1.46,17.6
11,2023-2024,Bundesliga,Gregor Kobel,ch SUI,GK,Dortmund,26-103,1997,21.0,21.0,1825.0,20.3,26.0,1.28,99.0,73.0,78.8,11.0,7.0,3.0,6.0,28.6,6.0,5.0,1.0,0.0,16.7,0.0,5.0,1.0,30.3,0.26,5.3,0.26,96.0,217.0,44.2,766.0,87.0,20.9,28.5,136.0,41.9,38.3,291.0,6.0,2.1,14.0,0.69,12.2
12,2023-2024,Bundesliga,Matej Kovar,cz CZE,GK,Leverkusen,23-306,2000,1.0,1.0,90.0,1.0,0.0,0.0,3.0,3.0,100.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.15,0.4,0.44,0.0,0.0,0.0,17.0,6.0,0.0,22.1,0.0,0.0,0.0,3.0,1.0,33.3,1.0,1.0,15.0
13,2023-2024,Bundesliga,Andreas Luthe,de GER,GK,Bochum,37-008,1987,1.0,1.0,90.0,1.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.7,0.68,-0.3,-0.3,20.0,43.0,46.5,42.0,2.0,85.7,51.3,7.0,100.0,61.1,13.0,0.0,0.0,0.0,0.0,6.8
14,2023-2024,Bundesliga,Alexander Meyer,de GER,GK,Dortmund,32-340,1991,5.0,4.0,425.0,4.7,5.0,1.06,14.0,10.0,64.3,2.0,1.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.4,0.24,-0.6,-0.12,18.0,51.0,35.3,213.0,21.0,18.8,28.7,25.0,44.0,41.7,66.0,5.0,7.6,2.0,0.42,12.7
15,2023-2024,Bundesliga,Kevin Müller,de GER,GK,Heidenheim,33-003,1991,26.0,26.0,2340.0,26.0,44.0,1.69,133.0,91.0,72.2,7.0,8.0,11.0,5.0,19.2,10.0,7.0,1.0,2.0,12.5,0.0,6.0,3.0,40.0,0.25,-1.0,-0.04,196.0,473.0,41.4,871.0,115.0,38.0,36.8,235.0,60.4,46.6,387.0,20.0,5.2,15.0,0.58,13.3
16,2023-2024,Bundesliga,Manuel Neuer,de GER,GK,Bayern Munich,37-357,1986,18.0,18.0,1620.0,18.0,24.0,1.33,66.0,41.0,66.7,13.0,1.0,4.0,6.0,33.3,3.0,2.0,1.0,0.0,33.3,1.0,1.0,0.0,20.9,0.28,-3.1,-0.17,56.0,122.0,45.9,600.0,88.0,18.2,27.9,80.0,16.3,27.1,176.0,8.0,4.5,20.0,1.11,16.8
17,2023-2024,Bundesliga,Moritz Nicolas,de GER,GK,M'Gladbach,26-149,1997,24.0,24.0,2160.0,24.0,43.0,1.79,138.0,95.0,71.7,6.0,9.0,9.0,3.0,12.5,4.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,40.7,0.27,-2.3,-0.1,96.0,265.0,36.2,776.0,119.0,25.5,29.5,137.0,48.9,41.1,407.0,20.0,4.9,17.0,0.71,12.7
18,2023-2024,Bundesliga,Alexander Nübel,de GER,GK,Stuttgart,27-170,1996,23.0,23.0,2070.0,23.0,28.0,1.22,80.0,54.0,66.3,16.0,1.0,6.0,8.0,34.8,1.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,21.8,0.27,-4.2,-0.18,111.0,246.0,45.1,841.0,101.0,25.6,29.6,95.0,32.6,31.6,263.0,26.0,9.9,50.0,2.17,18.1
19,2023-2024,Bundesliga,Jonas Omlin,ch SUI,GK,M'Gladbach,30-068,1994,2.0,2.0,180.0,2.0,7.0,3.5,18.0,11.0,66.7,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.28,-1.0,-0.51,11.0,32.0,34.4,67.0,13.0,40.3,37.0,10.0,50.0,40.4,27.0,1.0,3.7,2.0,1.0,13.3
20,2023-2024,Bundesliga,Jiří Pavlenka,cz CZE,GK,Werder Bremen,31-339,1992,7.0,7.0,630.0,7.0,17.0,2.43,38.0,21.0,60.5,2.0,0.0,5.0,1.0,14.3,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,13.1,0.3,-3.9,-0.56,31.0,85.0,36.5,177.0,37.0,37.9,34.2,69.0,26.1,32.5,109.0,7.0,6.4,9.0,1.29,14.4
21,2023-2024,Bundesliga,Pavao Pervan,at AUT,GK,Wolfsburg,36-126,1987,5.0,5.0,450.0,5.0,11.0,2.2,22.0,12.0,50.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,7.3,0.33,-2.7,-0.53,13.0,54.0,24.1,157.0,28.0,28.7,31.2,22.0,40.9,38.9,69.0,0.0,0.0,3.0,0.6,15.8
