,season,league_name,player,nationality,position,team,age,birth_year,gk_games,gk_games_starts,gk_minutes,minutes_90s,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions
22,2023-2024,Bundesliga,Manuel Riemann,de GER,GK,Bochum,35-191,1988,25.0,25.0,2250.0,25.0,50.0,2.0,135.0,85.0,68.9,5.0,10.0,10.0,4.0,16.0,10.0,8.0,2.0,0.0,20.0,0.0,6.0,2.0,45.6,0.27,-2.4,-0.1,311.0,794.0,39.2,1134.0,66.0,61.8,42.6,160.0,58.1,45.0,386.0,29.0,7.5,80.0,3.2,20.1
23,2023-2024,Bundesliga,Frederik Rønnow,dk DEN,GK,Union Berlin,31-227,1992,25.0,25.0,2250.0,25.0,40.0,1.6,120.0,79.0,69.2,8.0,4.0,13.0,5.0,20.0,5.0,3.0,2.0,0.0,40.0,1.0,7.0,1.0,38.5,0.29,-0.5,-0.02,130.0,384.0,33.9,832.0,127.0,33.5,32.8,161.0,65.2,48.1,403.0,37.0,9.2,34.0,1.36,13.7
24,2023-2024,Bundesliga,Marcel Schuhen,de GER,GK,Darmstadt 98,31-065,1993,25.0,25.0,2250.0,25.0,64.0,2.56,161.0,98.0,60.9,2.0,6.0,17.0,2.0,8.0,2.0,1.0,1.0,0.0,50.0,1.0,6.0,2.0,56.3,0.34,-5.7,-0.23,186.0,460.0,40.4,982.0,141.0,34.5,34.2,217.0,55.8,45.4,347.0,16.0,4.6,42.0,1.68,16.9
25,2023-2024,Bundesliga,Marvin Schwäbe,de GER,GK,Köln,28-328,1995,26.0,26.0,2340.0,26.0,47.0,1.81,132.0,85.0,65.9,3.0,9.0,14.0,3.0,11.5,2.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,50.0,0.37,3.0,0.11,102.0,273.0,37.4,899.0,76.0,26.5,30.5,115.0,30.4,33.6,361.0,11.0,3.0,15.0,0.58,12.3
26,2023-2024,Bundesliga,Alexander Schwolow,de GER,GK,Union Berlin,31-290,1992,1.0,1.0,90.0,1.0,2.0,2.0,6.0,4.0,66.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.2,-0.8,-0.81,4.0,10.0,40.0,28.0,4.0,32.1,34.1,8.0,12.5,28.4,13.0,0.0,0.0,0.0,0.0,5.0
27,2023-2024,Bundesliga,Kevin Trapp,de GER,GK,Eint Frankfurt,33-254,1990,23.0,23.0,2070.0,23.0,30.0,1.3,94.0,62.0,72.3,9.0,9.0,5.0,6.0,26.1,6.0,4.0,2.0,0.0,33.3,0.0,4.0,0.0,30.1,0.26,0.1,0.0,80.0,273.0,29.3,716.0,103.0,28.1,29.6,171.0,42.1,36.6,355.0,12.0,3.4,22.0,0.96,14.8
28,2023-2024,Bundesliga,Sven Ulreich,de GER,GK,Bayern Munich,35-228,1988,8.0,8.0,720.0,8.0,7.0,0.87,17.0,10.0,64.7,6.0,2.0,0.0,3.0,37.5,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,6.6,0.33,-0.4,-0.05,20.0,64.0,31.3,261.0,35.0,21.8,26.3,34.0,20.6,27.1,70.0,2.0,2.9,14.0,1.75,23.0
29,2023-2024,Bundesliga,Robin Zentner,de GER,GK,Mainz 05,29-142,1994,22.0,22.0,1980.0,22.0,43.0,1.95,97.0,55.0,57.7,3.0,8.0,11.0,4.0,18.2,2.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,40.5,0.41,-1.5,-0.07,127.0,342.0,37.1,619.0,111.0,44.4,37.1,126.0,53.2,42.8,279.0,30.0,10.8,35.0,1.59,16.3
30,2023-2024,Bundesliga,Michael Zetterer,de GER,GK,Werder Bremen,28-250,1995,19.0,19.0,1710.0,19.0,24.0,1.26,84.0,61.0,73.8,6.0,6.0,7.0,5.0,26.3,2.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,26.1,0.31,3.1,0.16,103.0,220.0,46.8,679.0,132.0,28.1,32.6,90.0,32.2,35.8,270.0,24.0,8.9,22.0,1.16,15.4
0,2023-2024,La-Liga,Kepa Arrizabalaga,es ESP,GK,Real Madrid,29-167,1994,12.0,12.0,1080.0,12.0,9.0,0.75,34.0,26.0,73.5,9.0,2.0,1.0,6.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.3,0.29,1.3,0.1,24.0,72.0,33.3,342.0,54.0,17.0,26.5,59.0,23.7,28.9,138.0,4.0,2.9,10.0,0.83,15.5
1,2023-2024,La-Liga,Francisco Barbosa,es ESP,GK,Betis,24-316,1999,3.0,2.0,225.0,2.5,4.0,1.6,14.0,10.0,71.4,1.0,1.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.7,0.26,-0.3,-0.13,10.0,35.0,28.6,58.0,15.0,39.7,36.2,24.0,50.0,44.3,51.0,2.0,3.9,2.0,0.8,12.3
2,2023-2024,La-Liga,Augusto Batalla,ar ARG,GK,Granada,27-323,1996,10.0,10.0,900.0,10.0,18.0,1.8,57.0,39.0,68.4,1.0,3.0,6.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,13.9,0.25,-4.1,-0.41,55.0,188.0,29.3,350.0,59.0,39.7,36.5,68.0,72.1,52.7,159.0,13.0,8.2,4.0,0.4,11.2
3,2023-2024,La-Liga,Yassine Bounou,ma MAR,GK,Sevilla,32-348,1991,1.0,1.0,90.0,1.0,2.0,2.0,3.0,1.0,33.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.37,-0.9,-0.88,6.0,16.0,37.5,24.0,4.0,41.7,36.1,7.0,85.7,57.4,9.0,0.0,0.0,0.0,0.0,0.0
4,2023-2024,La-Liga,Claudio Bravo,cl CHI,GK,Betis,40-340,1983,7.0,7.0,630.0,7.0,5.0,0.71,20.0,16.0,75.0,3.0,4.0,0.0,2.0,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,0.27,1.5,0.21,38.0,80.0,47.5,169.0,30.0,30.2,30.6,60.0,48.3,40.1,101.0,4.0,4.0,6.0,0.86,12.6
5,2023-2024,La-Liga,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,30-084,1993,28.0,28.0,2520.0,28.0,38.0,1.36,126.0,89.0,70.6,5.0,11.0,12.0,9.0,32.1,2.0,1.0,1.0,0.0,50.0,1.0,4.0,2.0,38.9,0.3,2.9,0.1,130.0,463.0,28.1,707.0,135.0,48.4,40.0,215.0,56.3,46.3,416.0,16.0,3.8,28.0,1.0,14.9
6,2023-2024,La-Liga,Marko Dmitrović,rs SRB,GK,Sevilla,32-054,1992,13.0,13.0,1170.0,13.0,25.0,1.92,68.0,44.0,66.2,2.0,2.0,9.0,2.0,15.4,2.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,22.6,0.3,-1.4,-0.11,52.0,148.0,35.1,314.0,70.0,32.5,32.7,79.0,58.2,45.9,152.0,11.0,7.2,15.0,1.15,15.4
7,2023-2024,La-Liga,Aitor Fernández,es ESP,GK,Osasuna,32-320,1991,5.0,4.0,371.0,4.1,7.0,1.7,13.0,6.0,53.8,0.0,0.0,4.0,1.0,25.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.5,0.34,-1.5,-0.37,32.0,71.0,45.1,115.0,13.0,51.3,41.1,17.0,70.6,50.7,47.0,1.0,2.1,5.0,1.21,21.1
8,2023-2024,La-Liga,Raúl Fernández,es ESP,GK,Granada,36-005,1988,4.0,4.0,280.0,3.1,11.0,3.54,17.0,7.0,35.3,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,7.8,0.46,-2.2,-0.71,14.0,47.0,29.8,88.0,10.0,37.5,35.7,17.0,82.4,62.1,36.0,4.0,11.1,11.0,3.54,17.3
9,2023-2024,La-Liga,Fernando,es ESP,GK,Almería,33-282,1990,2.0,2.0,180.0,2.0,7.0,3.5,11.0,4.0,36.4,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.45,-2.1,-1.05,14.0,40.0,35.0,67.0,14.0,47.8,37.2,16.0,50.0,45.8,32.0,2.0,6.3,5.0,2.5,17.9
10,2023-2024,La-Liga,André Ferreira,pt POR,GK,Granada,27-294,1996,15.0,14.0,1340.0,14.9,29.0,1.95,77.0,49.0,66.2,0.0,5.0,9.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,27.8,0.33,-0.2,-0.01,73.0,186.0,39.2,388.0,88.0,31.4,32.2,110.0,58.2,44.3,195.0,6.0,3.1,13.0,0.87,12.6
11,2023-2024,La-Liga,Paulo Gazzaniga,ar ARG,GK,Girona,32-076,1992,29.0,29.0,2610.0,29.0,34.0,1.17,124.0,90.0,74.2,19.0,5.0,5.0,10.0,34.5,3.0,2.0,0.0,1.0,0.0,0.0,7.0,0.0,37.5,0.29,3.5,0.12,118.0,339.0,34.8,879.0,132.0,27.0,30.5,189.0,54.0,46.1,427.0,30.0,7.0,23.0,0.79,13.0
12,2023-2024,La-Liga,David Gil,es ESP,GK,Cádiz,30-067,1994,4.0,3.0,282.0,3.1,2.0,0.64,12.0,10.0,83.3,0.0,3.0,0.0,1.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.18,0.1,0.04,44.0,102.0,43.1,75.0,4.0,89.3,54.7,37.0,94.6,63.8,79.0,5.0,6.3,0.0,0.0,7.3
13,2023-2024,La-Liga,Vicente Guaita,es ESP,GK,Celta Vigo,37-068,1987,19.0,18.0,1683.0,18.7,28.0,1.5,85.0,59.0,71.8,4.0,6.0,8.0,5.0,27.8,4.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,30.2,0.33,4.2,0.23,106.0,275.0,38.5,404.0,86.0,44.1,38.4,141.0,68.8,51.0,328.0,20.0,6.1,20.0,1.07,13.2
14,2023-2024,La-Liga,Sergio Herrera,es ESP,GK,Osasuna,30-287,1993,25.0,25.0,2239.0,24.9,36.0,1.45,102.0,65.0,64.7,10.0,6.0,9.0,8.0,32.0,1.0,0.0,1.0,0.0,100.0,0.0,5.0,0.0,36.2,0.35,0.2,0.01,212.0,509.0,41.7,724.0,75.0,53.5,41.0,169.0,72.2,51.9,369.0,23.0,6.2,29.0,1.17,16.0
15,2023-2024,La-Liga,Filip Jørgensen,dk DEN,GK,Villarreal,21-337,2002,27.0,27.0,2430.0,27.0,50.0,1.85,154.0,105.0,70.1,8.0,8.0,11.0,3.0,11.1,4.0,4.0,0.0,0.0,0.0,1.0,7.0,1.0,46.5,0.29,-2.5,-0.09,112.0,289.0,38.8,782.0,133.0,26.5,30.5,180.0,45.6,39.2,508.0,25.0,4.9,26.0,0.96,13.5
16,2023-2024,La-Liga,Jeremías Ledesma,ar ARG,GK,Cádiz,31-034,1993,26.0,26.0,2328.0,25.9,38.0,1.47,124.0,86.0,71.0,3.0,10.0,13.0,5.0,19.2,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,38.7,0.3,0.7,0.03,251.0,632.0,39.7,716.0,88.0,62.0,44.4,215.0,87.4,62.2,425.0,42.0,9.9,31.0,1.2,12.0
17,2023-2024,La-Liga,Andriy Lunin,ua UKR,GK,Real Madrid,25-036,1999,17.0,17.0,1530.0,17.0,11.0,0.65,47.0,36.0,78.7,13.0,4.0,0.0,8.0,47.1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,15.5,0.31,4.5,0.27,23.0,68.0,33.8,422.0,81.0,11.8,24.3,92.0,19.6,28.2,216.0,23.0,10.6,19.0,1.12,12.8
18,2023-2024,La-Liga,Giorgi Mamardashvili,ge GEO,GK,Valencia,23-171,2000,27.0,27.0,2430.0,27.0,31.0,1.15,107.0,76.0,72.9,11.0,7.0,9.0,9.0,33.3,3.0,2.0,1.0,0.0,33.3,0.0,3.0,1.0,36.3,0.32,6.3,0.23,127.0,466.0,27.3,599.0,101.0,58.4,41.7,172.0,67.4,52.1,403.0,37.0,9.2,23.0,0.85,11.9
19,2023-2024,La-Liga,Diego Mariño,es ESP,GK,Almería,33-314,1990,1.0,1.0,90.0,1.0,2.0,2.0,4.0,2.0,100.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.02,0.1,0.05,1.0,5.0,20.0,25.0,6.0,20.0,24.1,2.0,0.0,16.5,6.0,0.0,0.0,2.0,2.0,22.7
20,2023-2024,La-Liga,Unai Marrero,es ESP,GK,Real Sociedad,22-161,2001,2.0,1.0,142.0,1.6,3.0,1.9,5.0,2.0,60.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.37,-0.1,-0.09,10.0,25.0,40.0,37.0,5.0,45.9,37.0,8.0,100.0,63.4,27.0,1.0,3.7,4.0,2.54,20.1
21,2023-2024,La-Liga,Luís Maximiano,pt POR,GK,Almería,25-073,1999,25.0,25.0,2250.0,25.0,48.0,1.92,129.0,80.0,65.9,0.0,10.0,15.0,4.0,16.0,7.0,4.0,1.0,2.0,20.0,0.0,7.0,0.0,47.9,0.34,-0.1,0.0,122.0,419.0,29.1,729.0,114.0,39.6,35.9,207.0,62.8,46.8,427.0,22.0,5.2,28.0,1.12,14.3
22,2023-2024,La-Liga,Ørjan Nyland,no NOR,GK,Sevilla,33-190,1990,14.0,14.0,1260.0,14.0,15.0,1.07,54.0,40.0,75.9,4.0,8.0,2.0,3.0,21.4,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,14.3,0.23,0.3,0.02,96.0,272.0,35.3,329.0,63.0,54.1,41.0,115.0,81.7,58.4,203.0,11.0,5.4,12.0,0.86,14.2
23,2023-2024,La-Liga,Jan Oblak,si SVN,GK,Atlético Madrid,31-071,1993,28.0,28.0,2520.0,28.0,31.0,1.11,111.0,80.0,73.0,17.0,4.0,7.0,9.0,32.1,2.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,29.6,0.26,-1.4,-0.05,78.0,238.0,32.8,531.0,134.0,26.0,30.7,213.0,46.9,38.3,423.0,21.0,5.0,17.0,0.61,12.8
24,2023-2024,La-Liga,Iñaki Peña,es ESP,GK,Barcelona,25-016,1999,10.0,10.0,900.0,10.0,17.0,1.7,39.0,22.0,56.4,6.0,2.0,2.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,0.36,-3.1,-0.31,21.0,49.0,42.9,249.0,46.0,13.3,23.7,48.0,33.3,35.5,116.0,2.0,1.7,5.0,0.5,10.6
25,2023-2024,La-Liga,Predrag Rajković,rs SRB,GK,Mallorca,28-139,1995,29.0,29.0,2610.0,29.0,35.0,1.21,112.0,76.0,72.3,6.0,12.0,11.0,8.0,27.6,5.0,4.0,1.0,0.0,20.0,1.0,4.0,0.0,36.9,0.29,1.9,0.06,270.0,650.0,41.5,745.0,79.0,62.8,45.4,248.0,73.4,54.2,426.0,29.0,6.8,26.0,0.9,13.7
26,2023-2024,La-Liga,Pepe Reina,es ESP,GK,Villarreal,41-200,1982,1.0,1.0,90.0,1.0,1.0,1.0,3.0,2.0,66.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.26,-0.2,-0.22,5.0,13.0,38.5,31.0,5.0,32.3,33.4,5.0,60.0,45.4,18.0,0.0,0.0,0.0,0.0,0.0
27,2023-2024,La-Liga,Álex Remiro,es ESP,GK,Real Sociedad,28-360,1995,28.0,28.0,2465.0,27.4,28.0,1.02,100.0,73.0,75.0,12.0,10.0,6.0,11.0,39.3,3.0,3.0,0.0,0.0,0.0,0.0,5.0,1.0,27.5,0.26,0.5,0.02,148.0,335.0,44.2,811.0,90.0,30.6,31.9,130.0,66.9,51.3,313.0,16.0,5.1,42.0,1.53,16.8
28,2023-2024,La-Liga,Rui Silva,pt POR,GK,Betis,30-040,1994,19.0,19.0,1665.0,18.5,22.0,1.19,80.0,59.0,78.8,6.0,7.0,6.0,8.0,42.1,6.0,5.0,1.0,0.0,16.7,0.0,2.0,2.0,24.9,0.24,4.9,0.26,92.0,272.0,33.8,551.0,78.0,37.0,33.5,126.0,54.0,42.4,250.0,24.0,9.6,28.0,1.51,15.2
29,2023-2024,La-Liga,Unai Simón,es ESP,GK,Athletic Club,26-281,1997,29.0,29.0,2610.0,29.0,26.0,0.9,101.0,75.0,74.3,16.0,8.0,5.0,15.0,51.7,2.0,0.0,2.0,0.0,100.0,0.0,2.0,2.0,30.9,0.29,6.9,0.24,184.0,558.0,33.0,788.0,119.0,50.1,39.3,194.0,84.0,60.8,361.0,22.0,6.1,41.0,1.41,17.5
30,2023-2024,La-Liga,Antonio Sivera,es ESP,GK,Alavés,27-220,1996,29.0,29.0,2610.0,29.0,35.0,1.21,112.0,79.0,75.0,8.0,8.0,13.0,7.0,24.1,7.0,7.0,0.0,0.0,0.0,0.0,2.0,2.0,35.8,0.26,2.8,0.1,222.0,574.0,38.7,687.0,101.0,60.1,43.7,251.0,64.1,46.1,430.0,21.0,4.9,25.0,0.86,13.7
31,2023-2024,La-Liga,David Soria,es ESP,GK,Getafe,30-349,1993,29.0,29.0,2610.0,29.0,42.0,1.45,138.0,95.0,72.5,9.0,11.0,9.0,9.0,31.0,6.0,4.0,1.0,1.0,20.0,0.0,4.0,0.0,43.7,0.29,1.7,0.06,281.0,743.0,37.8,750.0,85.0,70.9,47.3,235.0,89.8,59.3,356.0,16.0,4.5,55.0,1.9,17.7
32,2023-2024,La-Liga,Marc-André ter Stegen,de GER,GK,Barcelona,31-323,1992,18.0,18.0,1620.0,18.0,17.0,0.94,63.0,46.0,73.0,12.0,5.0,1.0,9.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.6,0.28,0.6,0.04,57.0,100.0,57.0,554.0,73.0,13.7,25.5,97.0,24.7,29.6,231.0,10.0,4.3,22.0,1.22,15.5
33,2023-2024,La-Liga,Álvaro Vallés,es ESP,GK,Las Palmas,26-237,1997,28.0,28.0,2520.0,28.0,31.0,1.11,116.0,85.0,76.7,10.0,7.0,11.0,7.0,25.0,6.0,4.0,1.0,1.0,20.0,0.0,5.0,1.0,36.4,0.28,6.4,0.23,111.0,364.0,30.5,1423.0,146.0,21.9,27.5,120.0,44.2,39.9,430.0,25.0,5.8,76.0,2.71,17.9
34,2023-2024,La-Liga,Iván Villar,es ESP,GK,Celta Vigo,26-253,1997,10.0,10.0,834.0,9.3,15.0,1.62,41.0,25.0,65.9,1.0,3.0,6.0,0.0,0.0,2.0,1.0,1.0,0.0,50.0,0.0,1.0,0.0,14.5,0.31,-0.5,-0.05,32.0,127.0,25.2,183.0,40.0,39.3,36.7,80.0,68.8,49.6,121.0,5.0,4.1,7.0,0.76,12.8
0,2023-2024,Serie-A,Emil Audero,it ITA,GK,Inter,27-060,1997,1.0,1.0,90.0,1.0,0.0,0.0,2.0,2.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.06,0.1,0.12,3.0,13.0,23.1,64.0,4.0,17.2,27.2,4.0,50.0,49.0,17.0,0.0,0.0,2.0,2.0,29.0
1,2023-2024,Serie-A,Etrit Berisha,al ALB,GK,Empoli,35-008,1989,14.0,14.0,1260.0,14.0,25.0,1.79,74.0,49.0,68.9,3.0,3.0,8.0,4.0,28.6,3.0,2.0,1.0,0.0,33.3,0.0,5.0,1.0,20.7,0.24,-3.3,-0.24,44.0,184.0,23.9,400.0,75.0,34.8,33.0,90.0,50.0,40.8,236.0,11.0,4.7,10.0,0.71,12.4
2,2023-2024,Serie-A,Elia Caprile,it ITA,GK,Empoli,22-206,2001,14.0,14.0,1260.0,14.0,16.0,1.14,66.0,49.0,78.8,3.0,4.0,7.0,3.0,21.4,3.0,2.0,1.0,0.0,33.3,0.0,3.0,0.0,17.4,0.22,1.4,0.1,69.0,183.0,37.7,395.0,71.0,35.4,34.5,95.0,45.3,41.1,242.0,13.0,5.4,15.0,1.07,14.9
3,2023-2024,Serie-A,Marco Carnesecchi,it ITA,GK,Atalanta,23-261,2000,18.0,18.0,1620.0,18.0,20.0,1.11,78.0,56.0,78.2,9.0,4.0,5.0,6.0,33.3,6.0,3.0,2.0,1.0,40.0,0.0,1.0,0.0,21.1,0.21,1.1,0.06,85.0,235.0,36.2,464.0,86.0,31.7,34.1,131.0,67.2,51.1,224.0,15.0,6.7,24.0,1.33,13.8
4,2023-2024,Serie-A,Michele Cerofolini,it ITA,GK,Frosinone,25-074,1999,3.0,3.0,270.0,3.0,5.0,1.67,15.0,11.0,66.7,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.3,0.17,-1.7,-0.55,5.0,44.0,11.4,77.0,15.0,42.9,34.8,21.0,52.4,42.8,58.0,3.0,5.2,0.0,0.0,10.4
5,2023-2024,Serie-A,Oliver Christensen,dk DEN,GK,Fiorentina,24-362,1999,2.0,2.0,180.0,2.0,6.0,3.0,13.0,7.0,61.5,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.18,-2.8,-1.38,14.0,31.0,45.2,78.0,7.0,33.3,33.2,8.0,62.5,49.4,15.0,0.0,0.0,3.0,1.5,22.0
6,2023-2024,Serie-A,Andrea Consigli,it ITA,GK,Sassuolo,37-051,1987,26.0,26.0,2340.0,26.0,49.0,1.88,122.0,74.0,63.9,5.0,5.0,16.0,2.0,7.7,8.0,5.0,1.0,2.0,16.7,1.0,4.0,2.0,38.3,0.27,-8.7,-0.34,123.0,382.0,32.2,764.0,114.0,39.5,36.2,186.0,43.0,37.3,401.0,18.0,4.5,18.0,0.69,12.6
7,2023-2024,Serie-A,Nikita Contini Baranovsky,it ITA,GK,Napoli,27-302,1996,1.0,0.0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,17.0,1.0,0.0,15.0,1.0,0.0,0.0,3.0,15.88,37.0
8,2023-2024,Serie-A,Benoît Costil,fr FRA,GK,Salernitana,36-259,1987,9.0,9.0,810.0,9.0,17.0,1.89,48.0,32.0,68.8,2.0,2.0,5.0,1.0,11.1,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,14.1,0.26,-1.9,-0.21,44.0,153.0,28.8,220.0,37.0,45.5,36.1,69.0,76.8,54.5,154.0,0.0,0.0,11.0,1.22,17.8
9,2023-2024,Serie-A,Alessio Cragno,it ITA,GK,Sassuolo,29-264,1994,2.0,2.0,180.0,2.0,6.0,3.0,8.0,3.0,37.5,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.4,0.3,-1.6,-0.81,10.0,32.0,31.3,47.0,3.0,57.4,41.2,19.0,26.3,29.4,26.0,0.0,0.0,7.0,3.5,28.9
10,2023-2024,Serie-A,Michele Di Gregorio,it ITA,GK,Monza,26-235,1997,26.0,26.0,2242.0,24.9,23.0,0.92,114.0,89.0,81.6,11.0,8.0,7.0,11.0,42.3,4.0,2.0,2.0,0.0,50.0,1.0,4.0,0.0,29.1,0.23,6.1,0.24,121.0,308.0,39.3,820.0,152.0,26.0,29.9,190.0,50.0,42.8,368.0,16.0,4.3,15.0,0.6,11.7
11,2023-2024,Serie-A,Wladimiro Falcone,it ITA,GK,Lecce,28-341,1995,29.0,29.0,2610.0,29.0,45.0,1.55,139.0,94.0,70.5,6.0,10.0,13.0,3.0,10.3,5.0,4.0,1.0,0.0,20.0,1.0,4.0,1.0,43.4,0.28,-0.6,-0.02,113.0,356.0,31.7,651.0,125.0,41.6,34.2,195.0,43.6,34.7,407.0,14.0,3.4,17.0,0.59,11.7
12,2023-2024,Serie-A,Luca Gemello,it ITA,GK,Torino,23-259,2000,1.0,1.0,90.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.16,-1.7,-1.68,4.0,12.0,33.3,42.0,3.0,28.6,32.6,0.0,0.0,0.0,16.0,2.0,12.5,2.0,2.0,15.8
13,2023-2024,Serie-A,Pierluigi Gollini,it ITA,GK,Napoli,29-000,1995,7.0,7.0,630.0,7.0,8.0,1.14,24.0,16.0,66.7,3.0,1.0,3.0,1.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.2,0.34,0.2,0.02,27.0,68.0,39.7,213.0,28.0,22.1,29.5,53.0,39.6,36.3,82.0,5.0,6.1,9.0,1.29,16.2
14,2023-2024,Serie-A,Nicola Leali,it ITA,GK,Genoa,31-030,1993,2.0,1.0,91.0,1.0,2.0,1.98,8.0,6.0,75.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.34,0.7,0.73,11.0,30.0,36.7,42.0,3.0,69.0,42.5,3.0,33.3,27.0,11.0,1.0,9.1,1.0,0.99,17.8
15,2023-2024,Serie-A,Mike Maignan,fr FRA,GK,Milan,28-259,1995,25.0,25.0,2249.0,25.0,30.0,1.2,99.0,69.0,76.8,16.0,5.0,4.0,9.0,36.0,7.0,7.0,0.0,0.0,0.0,2.0,2.0,0.0,26.3,0.2,-3.7,-0.15,107.0,246.0,43.5,907.0,157.0,21.8,28.3,126.0,38.1,37.4,288.0,30.0,10.4,33.0,1.32,15.6
16,2023-2024,Serie-A,Christos Mandas,gr GRE,GK,Lazio,22-183,2001,2.0,1.0,91.0,1.0,2.0,1.98,5.0,3.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.1,0.42,0.1,0.08,3.0,13.0,23.1,27.0,3.0,40.7,34.3,5.0,40.0,35.2,20.0,2.0,10.0,1.0,0.99,14.5
17,2023-2024,Serie-A,Josep Martinez,es ESP,GK,Genoa,25-296,1998,27.0,27.0,2429.0,27.0,34.0,1.26,100.0,66.0,68.0,8.0,9.0,10.0,6.0,22.2,3.0,2.0,1.0,0.0,33.3,1.0,3.0,1.0,31.2,0.3,-1.8,-0.07,155.0,404.0,38.4,908.0,81.0,35.5,35.3,121.0,67.8,49.7,412.0,32.0,7.8,30.0,1.11,12.5
18,2023-2024,Serie-A,Alex Meret,it ITA,GK,Napoli,26-362,1997,21.0,21.0,1873.0,20.8,24.0,1.15,68.0,43.0,66.2,9.0,7.0,5.0,4.0,19.0,2.0,1.0,1.0,0.0,50.0,0.0,3.0,0.0,24.0,0.33,0.0,0.0,37.0,118.0,31.4,523.0,78.0,18.0,27.6,92.0,26.1,30.7,246.0,4.0,1.6,21.0,1.01,16.2
