,season,league_name,player,nationality,position,team,age,birth_year,gk_games,gk_games_starts,gk_minutes,minutes_90s,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions
30,2023-2024,Serie-A,Simone Scuffet,it ITA,GK,Cagliari,27-276,1996,19.0,19.0,1710.0,19.0,35.0,1.84,79.0,45.0,58.2,4.0,6.0,9.0,1.0,5.3,2.0,2.0,0.0,0.0,0.0,1.0,7.0,1.0,28.4,0.34,-5.6,-0.29,103.0,263.0,39.2,435.0,76.0,38.6,35.2,155.0,61.3,45.5,268.0,13.0,4.9,14.0,0.74,12.1
31,2023-2024,Serie-A,Marco Silvestri,it ITA,GK,Udinese,33-000,1991,17.0,17.0,1530.0,17.0,28.0,1.65,68.0,40.0,67.6,1.0,11.0,5.0,4.0,23.5,6.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,25.7,0.29,-2.3,-0.14,57.0,168.0,33.9,345.0,68.0,33.6,32.3,105.0,49.5,42.1,282.0,5.0,1.8,7.0,0.41,13.1
32,2023-2024,Serie-A,Łukasz Skorupski,pl POL,GK,Bologna,32-302,1991,23.0,23.0,2070.0,23.0,22.0,0.96,81.0,59.0,76.5,11.0,8.0,4.0,9.0,39.1,6.0,3.0,1.0,2.0,25.0,0.0,2.0,1.0,21.4,0.22,0.4,0.02,78.0,224.0,34.8,614.0,99.0,27.7,30.0,138.0,39.1,37.2,323.0,10.0,3.1,5.0,0.22,10.4
33,2023-2024,Serie-A,Yann Sommer,ch SUI,GK,Inter,35-076,1988,25.0,25.0,2250.0,25.0,12.0,0.48,65.0,52.0,84.6,21.0,3.0,1.0,16.0,64.0,4.0,2.0,1.0,1.0,33.3,0.0,1.0,0.0,16.8,0.21,4.8,0.19,79.0,171.0,46.2,729.0,89.0,18.8,26.6,141.0,24.1,28.0,285.0,13.0,4.6,11.0,0.44,12.1
34,2023-2024,Serie-A,Alessandro Sorrentino,it ITA,GK,Monza,21-334,2002,5.0,3.0,368.0,4.1,13.0,3.18,23.0,10.0,60.9,0.0,1.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.34,-1.5,-0.36,12.0,43.0,27.9,100.0,23.0,30.0,31.5,27.0,48.1,41.1,43.0,2.0,4.7,0.0,0.0,9.7
35,2023-2024,Serie-A,Marco Sportiello,it ITA,GK,Milan,31-297,1992,2.0,2.0,180.0,2.0,1.0,0.5,8.0,7.0,87.5,2.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.16,0.3,0.14,5.0,15.0,33.3,69.0,13.0,21.7,28.0,2.0,0.0,28.5,28.0,2.0,7.1,2.0,1.0,13.2
36,2023-2024,Serie-A,Mile Svilar,rs SRB,GK,Roma,24-188,1999,3.0,3.0,270.0,3.0,5.0,1.67,18.0,14.0,72.2,2.0,0.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.2,0.18,-0.8,-0.27,8.0,18.0,44.4,103.0,18.0,11.7,22.3,14.0,42.9,37.0,45.0,5.0,11.1,1.0,0.33,10.9
37,2023-2024,Serie-A,Wojciech Szczęsny,pl POL,GK,Juventus,33-319,1990,24.0,24.0,2160.0,24.0,18.0,0.75,72.0,56.0,75.0,16.0,5.0,3.0,11.0,45.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,17.0,0.24,1.0,0.04,113.0,254.0,44.5,587.0,81.0,33.4,33.2,118.0,49.2,43.7,382.0,19.0,5.0,14.0,0.58,11.1
38,2023-2024,Serie-A,Pietro Terracciano,it ITA,GK,Fiorentina,33-360,1990,24.0,24.0,2160.0,24.0,24.0,1.0,92.0,67.0,79.3,12.0,4.0,8.0,6.0,25.0,6.0,5.0,1.0,0.0,16.7,2.0,2.0,0.0,28.8,0.25,4.8,0.2,119.0,274.0,43.4,761.0,88.0,28.8,32.0,117.0,47.0,38.6,217.0,6.0,2.8,19.0,0.79,14.7
39,2023-2024,Serie-A,Stefano Turati,it ITA,GK,Frosinone,22-179,2001,24.0,24.0,2160.0,24.0,51.0,2.12,121.0,70.0,61.2,5.0,5.0,14.0,2.0,8.3,6.0,4.0,1.0,1.0,20.0,0.0,8.0,1.0,38.4,0.29,-11.6,-0.48,56.0,223.0,25.1,762.0,117.0,24.0,27.7,113.0,35.4,33.6,339.0,16.0,4.7,18.0,0.75,13.9
0,2023-2024,Ligue-1,Alaa Bellaarouch,ma MAR,GK,Strasbourg,22-061,2002,4.0,4.0,360.0,4.0,11.0,2.75,25.0,13.0,60.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,50.0,0.0,0.0,0.0,8.5,0.26,-2.5,-0.64,6.0,26.0,23.1,105.0,22.0,23.8,29.4,8.0,12.5,28.8,47.0,7.0,14.9,5.0,1.25,11.5
1,2023-2024,Ligue-1,Marco Bizot,nl NED,GK,Brest,32-358,1991,21.0,21.0,1886.0,21.0,18.0,0.86,84.0,65.0,79.8,10.0,7.0,4.0,9.0,42.9,2.0,1.0,1.0,0.0,50.0,0.0,2.0,0.0,23.2,0.26,5.2,0.25,163.0,342.0,47.7,600.0,82.0,41.5,36.0,123.0,75.6,51.0,245.0,15.0,6.1,30.0,1.43,16.4
2,2023-2024,Ligue-1,Rubén Blanco,es ESP,GK,Marseille,28-221,1995,2.0,1.0,121.0,1.3,2.0,1.49,6.0,4.0,66.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.21,-0.7,-0.55,5.0,12.0,41.7,41.0,6.0,26.8,28.4,10.0,10.0,27.0,24.0,4.0,16.7,1.0,0.74,10.4
3,2023-2024,Ligue-1,Marcin Bułka,pl POL,GK,Nice,24-150,1999,23.0,23.0,2070.0,23.0,15.0,0.65,63.0,45.0,79.4,11.0,7.0,5.0,14.0,60.9,5.0,2.0,3.0,0.0,60.0,0.0,0.0,0.0,19.6,0.24,4.6,0.2,49.0,110.0,44.5,717.0,109.0,12.4,23.0,94.0,22.3,24.8,234.0,17.0,7.3,12.0,0.52,11.9
4,2023-2024,Ligue-1,Lucas Chevalier,fr FRA,GK,Lille,22-117,2001,23.0,23.0,2070.0,23.0,20.0,0.87,83.0,63.0,78.3,10.0,8.0,5.0,13.0,56.5,4.0,2.0,2.0,0.0,50.0,0.0,2.0,2.0,24.9,0.26,6.9,0.3,47.0,199.0,23.6,740.0,79.0,22.8,28.5,73.0,41.1,39.1,246.0,11.0,4.5,19.0,0.83,13.7
5,2023-2024,Ligue-1,Grégoire Coudert,fr FRA,GK,Brest,24-334,1999,3.0,2.0,181.0,2.0,0.0,0.0,4.0,4.0,100.0,2.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.07,0.3,0.13,12.0,36.0,33.3,70.0,10.0,41.4,37.2,10.0,70.0,55.4,24.0,0.0,0.0,2.0,0.99,23.0
6,2023-2024,Ligue-1,Rémy Descamps,fr FRA,GK,Nantes,27-251,1996,6.0,6.0,540.0,6.0,11.0,1.83,37.0,26.0,73.0,2.0,2.0,2.0,1.0,16.7,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12.5,0.35,1.5,0.26,51.0,125.0,40.8,141.0,28.0,51.1,40.3,71.0,74.6,49.8,116.0,8.0,6.9,0.0,0.0,7.8
7,2023-2024,Ligue-1,Arthur Desmas,fr FRA,GK,Le Havre,29-330,1994,22.0,22.0,1980.0,22.0,28.0,1.27,107.0,80.0,73.8,5.0,9.0,8.0,6.0,27.3,2.0,0.0,1.0,1.0,100.0,0.0,3.0,2.0,32.8,0.31,6.8,0.31,92.0,271.0,33.9,461.0,97.0,43.4,36.3,148.0,48.0,37.4,319.0,18.0,5.6,13.0,0.59,12.1
8,2023-2024,Ligue-1,Mory Diaw,sn SEN,GK,Clermont Foot,30-254,1993,21.0,21.0,1890.0,21.0,34.0,1.62,137.0,103.0,77.4,2.0,7.0,12.0,5.0,23.8,5.0,3.0,1.0,1.0,25.0,0.0,4.0,1.0,36.8,0.25,3.8,0.18,150.0,411.0,36.5,768.0,87.0,43.6,37.0,131.0,58.0,44.4,299.0,30.0,10.0,37.0,1.76,15.2
9,2023-2024,Ligue-1,Guillaume Dietsch,fr FRA,GK,Metz,22-320,2001,1.0,0.0,73.0,0.8,1.0,1.23,3.0,2.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.31,-0.2,-0.21,6.0,16.0,37.5,19.0,3.0,47.4,36.4,7.0,100.0,63.0,14.0,1.0,7.1,0.0,0.0,3.0
10,2023-2024,Ligue-1,Yehvann Diouf,fr FRA,GK,Reims,24-107,1999,23.0,23.0,2070.0,23.0,31.0,1.35,89.0,57.0,68.5,10.0,4.0,9.0,6.0,26.1,4.0,3.0,1.0,0.0,25.0,0.0,3.0,0.0,27.6,0.27,-3.4,-0.15,87.0,227.0,38.3,773.0,124.0,23.4,29.6,106.0,43.4,37.5,335.0,26.0,7.8,27.0,1.17,13.7
11,2023-2024,Ligue-1,Gianluigi Donnarumma,it ITA,GK,Paris S-G,25-006,1999,21.0,21.0,1809.0,20.1,16.0,0.8,83.0,66.0,83.1,14.0,6.0,1.0,9.0,42.9,3.0,2.0,1.0,0.0,33.3,0.0,2.0,0.0,25.0,0.28,9.0,0.45,29.0,69.0,42.0,537.0,94.0,10.8,23.7,105.0,10.5,20.7,230.0,13.0,5.7,22.0,1.09,14.0
12,2023-2024,Ligue-1,Mathieu Gorgelin,fr FRA,GK,Le Havre,33-210,1990,1.0,1.0,90.0,1.0,2.0,2.0,5.0,3.0,80.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.39,0.9,0.92,3.0,9.0,33.3,17.0,0.0,47.1,33.1,2.0,50.0,32.5,12.0,0.0,0.0,1.0,1.0,14.5
13,2023-2024,Ligue-1,Philipp Köhn,ch SUI,GK,Monaco,25-335,1998,22.0,22.0,1980.0,22.0,32.0,1.45,97.0,65.0,72.2,11.0,5.0,6.0,5.0,22.7,6.0,5.0,1.0,0.0,16.7,1.0,6.0,1.0,32.0,0.27,1.0,0.05,82.0,249.0,32.9,536.0,91.0,32.5,32.1,130.0,57.7,43.5,282.0,22.0,7.8,19.0,0.86,11.3
14,2023-2024,Ligue-1,Alban Lafont,fr FRA,GK,Nantes,25-039,1999,17.0,17.0,1506.0,16.7,22.0,1.31,73.0,51.0,75.3,5.0,2.0,10.0,5.0,29.4,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,0.28,1.0,0.06,71.0,232.0,30.6,518.0,78.0,32.2,32.8,104.0,62.5,46.5,226.0,19.0,8.4,20.0,1.2,13.7
15,2023-2024,Ligue-1,Benjamin Lecomte,fr FRA,GK,Montpellier,32-311,1991,23.0,23.0,2070.0,23.0,31.0,1.35,110.0,81.0,73.6,5.0,8.0,10.0,8.0,34.8,3.0,2.0,1.0,0.0,33.3,2.0,2.0,3.0,29.0,0.24,1.0,0.04,122.0,345.0,35.4,586.0,100.0,46.9,37.1,177.0,39.5,35.6,350.0,18.0,5.1,3.0,0.13,8.3
16,2023-2024,Ligue-1,Anthony Lopes,pt POR,GK,Lyon,33-153,1990,20.0,20.0,1800.0,20.0,29.0,1.45,99.0,69.0,72.7,8.0,3.0,9.0,7.0,35.0,3.0,2.0,1.0,0.0,33.3,0.0,2.0,0.0,27.0,0.25,-2.0,-0.1,88.0,249.0,35.3,522.0,97.0,37.4,33.5,134.0,40.3,34.4,267.0,19.0,7.1,20.0,1.0,14.0
17,2023-2024,Ligue-1,Pau López,es ESP,GK,Marseille,29-080,1994,22.0,22.0,1949.0,21.7,23.0,1.06,83.0,60.0,72.3,8.0,9.0,5.0,6.0,27.3,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,19.7,0.24,-3.3,-0.15,54.0,186.0,29.0,666.0,73.0,23.3,28.5,95.0,32.6,32.2,267.0,8.0,3.0,16.0,0.74,14.2
18,2023-2024,Ligue-1,Radosław Majecki,pl POL,GK,Monaco,24-107,1999,2.0,2.0,180.0,2.0,2.0,1.0,17.0,15.0,88.2,1.0,1.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.33,3.0,1.48,7.0,29.0,24.1,47.0,12.0,42.6,37.0,14.0,64.3,44.8,34.0,3.0,8.8,1.0,0.5,8.2
19,2023-2024,Ligue-1,Steve Mandanda,fr FRA,GK,Rennes,38-340,1985,23.0,23.0,2070.0,23.0,27.0,1.17,97.0,72.0,74.2,9.0,8.0,6.0,5.0,21.7,2.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,22.9,0.22,-2.1,-0.09,93.0,322.0,28.9,731.0,99.0,31.7,32.5,141.0,63.8,45.2,321.0,20.0,6.2,26.0,1.13,15.8
20,2023-2024,Ligue-1,Yvon Mvogo,ch SUI,GK,Lorient,29-270,1994,23.0,23.0,2070.0,23.0,44.0,1.91,145.0,101.0,73.8,5.0,7.0,11.0,3.0,13.0,6.0,6.0,0.0,0.0,0.0,1.0,6.0,0.0,42.3,0.26,-1.7,-0.07,90.0,247.0,36.4,634.0,117.0,29.0,31.8,136.0,46.3,37.4,415.0,20.0,4.8,8.0,0.35,8.3
21,2023-2024,Ligue-1,Keylor Navas,cr CRC,GK,Paris S-G,37-078,1986,1.0,1.0,90.0,1.0,1.0,1.0,3.0,2.0,66.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.21,-0.4,-0.37,2.0,3.0,66.7,29.0,3.0,10.3,24.5,4.0,0.0,16.8,10.0,0.0,0.0,0.0,0.0,4.0
22,2023-2024,Ligue-1,Massamba Ndiaye,sn SEN,GK,Clermont Foot,22-146,2001,2.0,2.0,180.0,2.0,2.0,1.0,12.0,10.0,83.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.3,0.27,1.3,0.64,7.0,22.0,31.8,69.0,17.0,26.1,27.8,11.0,36.4,31.5,33.0,3.0,9.1,1.0,0.5,11.2
23,2023-2024,Ligue-1,Alexandre Oukidja,dz ALG,GK,Metz,35-227,1988,23.0,23.0,1997.0,22.2,36.0,1.62,124.0,88.0,74.2,4.0,5.0,14.0,3.0,13.0,4.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,30.8,0.23,-5.2,-0.23,148.0,425.0,34.8,458.0,80.0,56.6,41.9,180.0,92.2,60.3,350.0,25.0,7.1,13.0,0.59,10.2
24,2023-2024,Ligue-1,Denis Petrić,rs SRB,GK,Nantes,35-283,1988,1.0,0.0,24.0,0.3,1.0,3.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.28,-0.7,-2.71,1.0,2.0,50.0,7.0,2.0,28.6,30.7,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
25,2023-2024,Ligue-1,Guillaume Restes,fr FRA,GK,Toulouse,18-357,2005,23.0,23.0,2070.0,23.0,31.0,1.35,93.0,62.0,71.0,6.0,8.0,9.0,4.0,17.4,4.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,31.1,0.29,0.1,0.0,67.0,213.0,31.5,507.0,66.0,28.4,29.6,124.0,55.6,41.6,371.0,3.0,0.8,12.0,0.52,10.8
26,2023-2024,Ligue-1,Rémy Riou,fr FRA,GK,Lyon,36-209,1987,3.0,3.0,270.0,3.0,6.0,2.0,14.0,8.0,57.1,0.0,1.0,2.0,1.0,33.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.7,0.33,-1.3,-0.44,5.0,24.0,20.8,81.0,13.0,16.0,26.1,23.0,47.8,39.0,32.0,3.0,9.4,3.0,1.0,13.4
27,2023-2024,Ligue-1,Brice Samba,fr FRA,GK,Lens,29-312,1994,23.0,23.0,2070.0,23.0,24.0,1.04,94.0,70.0,78.7,10.0,6.0,7.0,10.0,43.5,6.0,4.0,1.0,1.0,20.0,0.0,6.0,1.0,31.3,0.28,8.3,0.36,117.0,264.0,44.3,667.0,102.0,33.3,32.1,117.0,35.9,31.6,270.0,25.0,9.3,17.0,0.74,13.3
28,2023-2024,Ligue-1,Matz Sels,be BEL,GK,Strasbourg,32-005,1992,19.0,19.0,1710.0,19.0,24.0,1.26,62.0,40.0,62.9,6.0,7.0,6.0,3.0,15.8,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,20.0,0.31,-2.0,-0.11,88.0,226.0,38.9,505.0,68.0,37.4,34.5,113.0,32.7,33.7,257.0,6.0,2.3,19.0,1.0,13.9
29,2023-2024,Ligue-1,Arnau Tenas,es ESP,GK,Paris S-G,22-277,2001,3.0,2.0,259.0,2.9,2.0,0.69,13.0,11.0,84.6,1.0,1.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.3,0.18,0.3,0.12,3.0,17.0,17.6,84.0,12.0,15.5,26.8,21.0,19.0,28.3,42.0,1.0,2.4,3.0,1.04,15.1
